date,apple_driving,apple_transit,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google,applegoogle
2020-02-18,0.0,0.0,0.0,0.0,-0.07646382229360514,-0.36210884779287,-0.9918725595640399,0.0,-0.598712341250265,-0.2993561706251325
2020-02-19,0.003699564544213999,-0.029122909224571402,-0.09191341131510332,-0.0332540404097261,-0.1019517630581402,-0.38474065077992436,-1.0056485673357625,0.041543697851118805,-0.6241894621545314,-0.32872175128212877
2020-02-20,0.02078284788072865,-0.05397015587600451,-0.047039455267285056,-0.016338582809032432,0.0509758815290701,-0.22631802987054375,-0.9505445362488714,-0.04154369785111873,-0.4776960169549986,-0.2470172998820155
2020-02-21,0.02488138507186726,-0.10309993902770337,-0.053054730876912204,-0.02742946590035594,0.12743970382267528,-0.1584226209093806,-0.9229925207054259,-0.08308739570223746,-0.40763393446826546,-0.2175317001843107
2020-02-22,0.03322354041666159,-0.17223659610653108,-0.08764256563226644,-0.049797320725476726,0.22939146688081544,0.04526360597410875,-0.9092165129337031,-0.08308739570223746,-0.2929868903990658,-0.17139210556227125
2020-02-23,0.026658626862714332,-0.22798155531477934,-0.15176540363089167,-0.0858612996365278,0.2548794076453505,0.06789540896116313,-0.8954405051619804,-0.08308739570223746,-0.2675097694947992,-0.1766855345656635
2020-02-24,0.02488138507186726,-0.26146079999122374,-0.17426253441089803,-0.10145552787567115,0.3313432299389557,0.13579081792232625,-0.8816644973902575,-0.08308739570223746,-0.20381696723413273,-0.15263624755490193
2020-02-25,0.013274908070413684,-0.31115529329409064,-0.21071510460523754,-0.13015039654483662,0.3568311707034907,0.181054423896435,-0.8678884896185348,-0.08308739570223746,-0.17197056610379952,-0.15106048132431807
2020-02-26,-0.006601183794576361,-0.3477001073625962,-0.16632237060618993,-0.13504452784184692,0.4587829337616309,0.29421343883170686,-0.8265604663033664,-0.12463109355335619,-0.07006208248673312,-0.10255330516429002
2020-02-27,-0.02451868266557072,-0.4059459258117362,-0.2030155518249153,-0.16902431395721168,0.42055102261482835,0.2489498328575982,-0.8403364740750893,-0.08308739570223746,-0.10827776384313301,-0.13865103890017233
2020-02-28,-0.036306510870172226,-0.42345194049797336,-0.20139142741031585,-0.1786078790445141,0.4078070522325608,0.29421343883170686,-0.8127844585316437,-0.08308739570223746,-0.08916992316493307,-0.1338889011047236
2020-02-29,-0.05527584671942332,-0.45128408366272943,-0.20187264945908542,-0.19490924412505117,0.30585528917442056,0.13579081792232625,-0.7852324429881982,-0.08308739570223746,-0.17197056610379952,-0.18343990511442534
2020-03-01,-0.0716337252433473,-0.496380222877506,-0.2191364904587147,-0.21904494105365452,0.21664749649854792,0.06789540896116313,-0.7576804274447526,-0.08308739570223746,-0.2229248079123327,-0.22098487448299362
2020-03-02,-0.09412127443366412,-0.5260678422532461,-0.21787328258069455,-0.23703971278068547,0.12743970382267528,0.04526360597410875,-0.7163524041295843,-0.08308739570223746,-0.2547712090426659,-0.2459054609116757
2020-03-03,-0.10797650635414965,-0.5073517343859318,-0.17696940843522957,-0.22717701472967614,0.06371985191133761,0.022631802987054417,-0.6612483730426931,-0.08308739570223746,-0.2675097694947992,-0.24734339211223766
2020-03-04,-0.1314796222820931,-0.49153985015320034,-0.11416993107072279,-0.21616056709534084,0.02548794076453505,0.022631802987054417,-0.6612483730426931,-0.08308739570223746,-0.28661761017299914,-0.25138908863417
2020-03-05,-0.15614338591018298,-0.4902490840933864,-0.0869808853152072,-0.22010564631574486,0.0509758815290701,0.022631802987054417,-0.6474723652709704,-0.08308739570223746,-0.2675097694947992,-0.24380770790527204
2020-03-06,-0.16655294497086168,-0.5179198815006655,-0.09143218926633268,-0.2332062867457655,0.012743970382267522,-0.022631802987054375,-0.6199203497275249,-0.08308739570223746,-0.2866176101729992,-0.25991194845938237
2020-03-07,-0.1842165521574492,-0.5703572526806393,-0.11128259877810215,-0.26050549059638994,-0.03823191114680257,-0.04526360597410875,-0.5923683341840793,-0.08308739570223746,-0.30572545085119907,-0.2831154707237945
2020-03-08,-0.21729501161159231,-0.6690201833777287,-0.14767501621634546,-0.311493778633686,-0.06371985191133761,0.06789540896116313,-0.5785923264123566,-0.04154369785111873,-0.2802483299469325,-0.29587105429030924
2020-03-09,-0.29179408586467426,-0.8652972973483082,-0.3284942010417354,-0.4509299984378687,-0.21664749649854792,0.2489498328575982,-0.606144341955802,0.08308739570223746,-0.3184640113033324,-0.38469700487060055
2020-03-10,-0.3879827640142227,-1.1395044121802016,-0.5948506050360227,-0.645932286884156,-0.4078070522325608,0.40737245376697884,-0.7163524041295843,0.2908058849578311,-0.4203724949203988,-0.5331523909022774
2020-03-11,-0.5058973163008675,-1.4650194778897314,-0.8708916027618099,-0.8669125498195185,-0.6881744006424463,0.5205314687022508,-0.799008450759921,0.41543697851118744,-0.5668659401199316,-0.7168892449697251
2020-03-12,-0.6223610589623311,-1.743018218022331,-1.0578463687090198,-1.048628109193313,-1.019517630581402,0.5205314687022508,-0.9229925207054259,0.5816117699156622,-0.7897907480322643,-0.9192094286127886
2020-03-13,-0.7111868782640828,-2.0358607678428005,-1.260982226046127,-1.2245935295147259,-1.2361651270799499,0.5884268776634137,-1.157184652824713,0.8724176548734934,-0.9872384350403305,-1.1059159822775282
2020-03-14,-0.8022251822442359,-2.3287033176632708,-1.4830662015535596,-1.4075558827930819,-1.4910445347253003,0.5657950746763594,-1.4464808160308913,1.2047672376824432,-1.2547482045351297,-1.3311520436641058
