date,region,apple_driving,apple_walking,apple_transit,apple,google_retail,google_grocery,google_workplaces,google_residential,google,telco
2020-05-25,central,117.23,118.44,74.84,103.50333333333333,-3,-3,-22,7,-9.333333333333334,7.760496877938498e6
2020-05-25,north,126.99,132.36,,129.675,-2,2,-19,6,-6.333333333333333,3.7007698624333725e6
2020-05-25,zealand,121.8,131.37,98.89,117.35333333333334,0,0,-21,7,-7.0,3.95049810541708e6
2020-05-25,south,117.28,121.63,84.47,107.79333333333334,3,-1,-20,6,-6.0,7.012635780023676e6
2020-05-26,capital,109.32,93.14,56.56,86.33999999999999,-11,-1,-27,8,-13.0,1.4090561282517692e7
2020-05-26,central,118.34,119.33,75.29,104.32000000000001,-4,-1,-19,6,-8.0,1.1223728407608315e7
2020-05-26,north,130.98,134.02,,132.5,-3,4,-16,5,-5.0,5.261144793133235e6
2020-05-26,zealand,123.83,143.66,97.34,121.61000000000001,1,1,-17,5,-5.0,5.733007643219377e6
2020-05-26,south,118.08,124.45,82.88,108.46999999999998,3,1,-17,5,-4.333333333333333,1.0103140461179974e7
2020-05-27,capital,110.08,90.77,53.94,84.92999999999999,-13,-2,-26,9,-13.666666666666666,1.4089249595448239e7
2020-05-27,central,122.45,120.53,74.09,105.69000000000001,-6,-1,-18,6,-8.333333333333334,1.1368866599442437e7
2020-05-27,north,130.3,129.61,,129.955,-3,4,-15,5,-4.666666666666667,5.392540197414452e6
2020-05-27,zealand,126.39,134.53,101.29,120.73666666666668,2,2,-17,6,-4.333333333333333,5.781744794142656e6
2020-05-27,south,121.48,126.3,77.83,108.53666666666668,2,1,-16,5,-4.333333333333333,1.0277885435957965e7
2020-05-28,capital,114.11,97.02,55.34,88.82333333333334,-10,1,-26,8,-11.666666666666666,1.432284335841337e7
2020-05-28,central,127.52,122.56,84.6,111.55999999999999,-1,3,-18,5,-5.333333333333333,1.1637718113273371e7
2020-05-28,north,138.33,141.42,,139.875,0,8,-14,4,-2.0,5.506721755267885e6
2020-05-28,zealand,132.56,141.25,104.2,126.00333333333333,6,7,-16,5,-1.0,5.966560923896198e6
2020-05-28,south,125.39,130.8,83.71,113.3,6,5,-15,4,-1.3333333333333333,1.0496850063533738e7
2020-05-29,capital,124.62,114.39,63.43,100.81333333333333,-10,4,-25,6,-10.333333333333334,1.4253445999284385e7
2020-05-29,central,146.03,145.04,83.85,124.97333333333331,3,7,-16,2,-2.0,1.1844611989553714e7
2020-05-29,north,166.99,166.04,,166.515,8,15,-13,1,3.3333333333333335,5.714414974676373e6
2020-05-29,zealand,147.74,159.94,120.82,142.83333333333334,13,13,-16,3,3.3333333333333335,6.237955655720114e6
2020-05-29,south,146.88,150.83,97.25,131.65333333333334,14,11,-14,1,3.6666666666666665,1.0751978603152966e7
2020-05-30,capital,105.42,105.42,60.99,90.61,-18,4,11,0,-1.0,1.1282313692493685e7
2020-05-30,central,134.96,150.35,84.75,123.35333333333334,-1,12,14,-2,8.333333333333334,9.62505050298549e6
2020-05-30,north,161.8,188.48,,175.14,11,24,17,-2,17.333333333333332,4.705553831368611e6
2020-05-30,zealand,142.79,180.41,109.94,144.38,13,20,15,-1,16.0,5.722465261287166e6
2020-05-30,south,132.07,148.8,92.4,124.42333333333333,7,16,13,-2,12.0,8.874759567438243e6
2020-05-31,capital,98.47,90.08,56.27,81.60666666666667,-32,-21,6,-1,-15.666666666666666,1.0364245258100636e7
2020-05-31,central,126.43,121.35,82.06,109.94666666666667,-24,-11,2,-2,-11.0,8.684399381289957e6
2020-05-31,north,156.36,163.26,,159.81,-7,8,10,-2,3.6666666666666665,4.322962903328666e6
2020-05-31,zealand,144.85,168.63,115.08,142.85333333333332,-11,-5,7,-1,-3.0,5.4196646061857985e6
2020-05-31,south,125.53,130.15,89.65,115.11000000000001,-8,-6,1,-2,-4.333333333333333,8.070920441020451e6
2020-06-01,capital,111.6,95.0,59.53,88.71,-38,-28,-78,13,-48.0,1.0706588265718685e7
2020-06-01,central,133.42,122.54,93.61,116.52333333333333,-35,-13,-78,13,-42.0,8.830070035097886e6
2020-06-01,north,158.36,148.05,,153.205,-23,1,-75,12,-32.333333333333336,4.316221426081137e6
2020-06-01,zealand,153.38,152.56,126.99,144.31,-26,-15,-76,15,-39.0,5.31492003684389e6
2020-06-01,south,135.48,126.79,99.17,120.48,-23,-10,-76,13,-36.333333333333336,8.10679898873706e6
2020-06-02,capital,120.97,102.54,61.45,94.98666666666666,4,20,-26,5,-0.6666666666666666,1.4544004672867492e7
2020-06-02,central,130.85,134.68,88.86,118.13,16,20,-17,3,6.333333333333333,1.1915658815381486e7
2020-06-02,north,146.97,151.19,,149.07999999999998,19,26,-14,2,10.333333333333334,5.58790312312467e6
2020-06-02,zealand,135.84,155.36,115.77,135.65666666666667,25,25,-16,3,11.333333333333334,6.202572932419519e6
2020-06-02,south,130.79,139.25,91.05,120.36333333333333,27,22,-15,2,11.333333333333334,1.0718912112606656e7
2020-06-03,capital,120.66,101.29,60.22,94.05666666666666,-3,6,-26,7,-7.666666666666667,1.4143879024235517e7
2020-06-03,central,129.26,133.34,83.7,115.43333333333334,6,8,-18,4,-1.3333333333333333,1.131130803453e7
2020-06-03,north,147.54,150.29,,148.915,11,14,-14,3,3.6666666666666665,5.267626519377359e6
2020-06-03,zealand,136.88,158.45,112.0,135.77666666666667,15,12,-16,5,3.6666666666666665,6.044699997366358e6
2020-06-03,south,132.44,144.04,88.5,121.66000000000001,15,9,-15,4,3.0,1.014364203276279e7
2020-06-04,capital,118.46,101.14,61.42,93.67333333333333,-1,11,-26,6,-5.333333333333333,1.4541912262159126e7
2020-06-04,central,134.74,117.8,83.66,112.06666666666668,10,17,-19,4,2.6666666666666665,1.1872670503214668e7
2020-06-04,north,152.38,138.05,,145.215,18,25,-15,3,9.333333333333334,5.685208955019398e6
2020-06-04,zealand,140.02,147.47,107.03,131.50666666666666,22,22,-19,4,8.333333333333334,6.191360278460167e6
2020-06-04,south,134.61,126.83,88.37,116.60333333333334,18,18,-17,4,6.333333333333333,1.0525073189326504e7
2020-06-05,capital,106.42,96.83,60.61,87.95333333333333,-42,-33,-65,17,-46.666666666666664,1.1643160118827889e7
2020-06-05,central,129.67,126.08,86.73,114.16000000000001,-40,-26,-63,15,-43.0,9.604059644393409e6
2020-06-05,north,149.63,150.27,,149.95,-33,-14,-61,14,-36.0,4.611795278093082e6
2020-06-05,zealand,138.78,149.24,124.76,137.59333333333333,-32,-24,-63,15,-39.666666666666664,5.556534016140385e6
2020-06-05,south,129.03,127.55,87.09,114.55666666666666,-30,-21,-58,13,-36.333333333333336,8.816794777775232e6
2020-06-06,capital,104.01,94.85,60.74,86.53333333333335,-15,7,1,3,-2.3333333333333335,1.1238613849630302e7
2020-06-06,central,125.89,131.13,77.57,111.52999999999999,3,14,4,2,7.0,9.424703917898955e6
2020-06-06,north,147.07,150.94,,149.005,5,18,4,2,9.0,4.459642821802153e6
2020-06-06,zealand,135.77,152.42,111.4,133.1966666666667,11,20,7,3,12.666666666666666,5.59157193524757e6
2020-06-06,south,122.87,136.7,83.45,114.33999999999999,9,16,4,2,9.666666666666666,8.520604466710456e6
2020-06-07,capital,107.22,87.56,61.42,85.39999999999999,-8,-6,6,1,-2.6666666666666665,1.066754717438798e7
2020-06-07,central,127.11,102.22,83.63,104.32,-2,-6,4,2,-1.3333333333333333,8.474517197973711e6
2020-06-07,north,137.65,109.24,,123.445,-1,-2,4,2,0.3333333333333333,3.9315248266860056e6
2020-06-07,zealand,145.31,132.56,122.11,133.32666666666668,9,-1,14,1,7.333333333333333,5.015299133647029e6
2020-06-07,south,124.06,112.57,92.78,109.80333333333333,9,-3,4,2,3.3333333333333335,7.514796542998213e6
2020-06-08,capital,115.82,95.32,63.3,91.48,-2,-3,-26,7,-10.333333333333334,1.4053508528412754e7
2020-06-08,central,130.65,130.06,89.72,116.81000000000002,7,2,-17,4,-2.6666666666666665,1.1463263519636884e7
2020-06-08,north,144.39,146.55,,145.47,8,7,-14,4,0.3333333333333333,5.441073118030431e6
2020-06-08,zealand,137.12,151.52,109.25,132.63,9,5,-17,5,-1.0,5.885133343047773e6
2020-06-08,south,131.09,138.31,97.64,122.34666666666665,13,3,-15,4,0.3333333333333333,1.0237061556449102e7
2020-06-09,capital,120.02,99.75,63.92,94.56333333333333,-3,2,-25,7,-8.666666666666666,1.719256539183497e7
2020-06-09,central,133.42,132.98,88.45,118.28333333333332,3,3,-17,4,-3.6666666666666665,1.3694176859848674e7
2020-06-09,north,148.03,145.63,,146.82999999999998,4,7,-13,3,-0.6666666666666666,6.437984087777958e6
2020-06-09,zealand,139.87,152.61,99.83,130.77,10,7,-16,4,0.3333333333333333,7.015934611557604e6
2020-06-09,south,135.04,137.25,87.73,120.00666666666666,12,4,-14,3,0.6666666666666666,1.2260742666744497e7
2020-06-10,capital,122.77,104.56,62.02,96.44999999999999,-3,-1,-25,7,-9.666666666666666,1.5388903197061157e7
2020-06-10,central,137.66,138.79,92.22,122.88999999999999,3,2,-17,4,-4.0,1.2529249036658114e7
2020-06-10,north,155.59,162.98,,159.285,4,6,-13,3,-1.0,5.891921883552583e6
2020-06-10,zealand,140.08,158.05,107.71,135.28,8,6,-16,5,-0.6666666666666666,6.324748823295945e6
2020-06-10,south,137.66,140.92,90.29,122.95666666666666,11,3,-14,3,0.0,1.1166890552997816e7
2020-06-11,capital,124.46,103.06,64.49,97.33666666666666,-4,0,-25,7,-9.666666666666666,1.4626330419297129e7
2020-06-11,central,140.01,137.02,93.98,123.67,7,5,-17,4,-1.6666666666666667,1.2064542036677286e7
2020-06-11,north,158.3,165.42,,161.86,9,9,-13,2,1.6666666666666667,5.750132117711279e6
2020-06-11,zealand,141.87,142.14,104.28,129.42999999999998,9,8,-17,5,0.0,6.05521185437515e6
2020-06-11,south,140.06,141.91,86.13,122.7,12,5,-15,4,0.6666666666666666,1.0717829190724183e7
2020-06-12,capital,129.33,119.83,73.95,107.70333333333333,-10,-3,-25,6,-12.666666666666666,1.5085777864854705e7
2020-06-12,central,150.96,151.69,99.81,134.15333333333334,1,-1,-16,3,-5.333333333333333,1.2283172054877702e7
2020-06-12,north,172.13,169.03,,170.57999999999998,1,5,-13,2,-2.3333333333333335,5.906224800910887e6
2020-06-12,zealand,149.79,170.37,116.8,145.65333333333334,4,4,-16,4,-2.6666666666666665,6.367239733959213e6
2020-06-12,south,151.05,151.83,99.36,134.08,6,1,-15,3,-2.6666666666666665,1.1152952505767966e7
2020-06-13,capital,115.05,114.19,66.98,98.74000000000001,-15,-3,8,0,-3.3333333333333335,1.253958312918729e7
2020-06-13,central,140.76,145.72,88.49,124.99000000000001,-6,0,11,0,1.6666666666666667,9.869201141601e6
2020-06-13,north,165.21,167.89,,166.55,-2,5,14,-1,5.666666666666667,4.687651151597723e6
2020-06-13,zealand,147.79,175.96,124.76,149.50333333333333,1,5,13,1,6.333333333333333,5.622660029188295e6
2020-06-13,south,138.83,139.82,96.49,125.04666666666667,-2,0,7,1,1.6666666666666667,8.875773065370921e6
2020-06-14,capital,113.37,92.03,63.67,89.69,-4,-3,12,-1,1.6666666666666667,1.1876865308028871e7
2020-06-14,central,140.89,124.44,98.62,121.31666666666666,7,-4,12,-2,5.0,9.422061432220673e6
2020-06-14,north,155.93,136.02,,145.97500000000002,10,3,14,-2,9.0,4.431872166687062e6
2020-06-14,zealand,153.14,149.93,131.62,144.89666666666668,13,2,16,-1,10.333333333333334,5.309868640608478e6
2020-06-14,south,140.43,122.64,99.04,120.70333333333333,17,-3,11,-1,8.333333333333334,8.473093916295499e6
2020-06-15,capital,125.04,106.16,69.47,100.22333333333331,5,1,-24,4,-6.0,1.4756929763233095e7
2020-06-15,central,143.53,147.86,103.18,131.52333333333334,13,4,-16,2,0.3333333333333333,1.2055810207709087e7
2020-06-15,north,159.14,164.04,,161.58999999999997,17,12,-13,1,5.333333333333333,5.729594056584385e6
2020-06-15,zealand,148.29,166.67,127.42,147.46,12,6,-16,3,0.6666666666666666,6.139831978022701e6
2020-06-15,south,146.74,157.92,108.95,137.86999999999998,19,6,-15,2,3.3333333333333335,1.0784226723176429e7
2020-06-16,capital,128.69,107.92,73.26,103.29,2,4,-23,5,-5.666666666666667,1.4969464746723393e7
2020-06-16,central,152.49,153.99,108.6,138.36,12,7,-15,2,1.3333333333333333,1.2388188646496873e7
2020-06-16,north,168.25,179.06,,173.655,16,15,-13,1,6.0,5.86913163887467e6
2020-06-16,zealand,151.0,172.96,124.08,149.34666666666666,14,8,-16,3,2.0,6.247979978705163e6
2020-06-16,south,152.89,158.23,112.4,141.17333333333332,20,9,-14,1,5.0,1.0993371290390028e7
2020-06-17,capital,133.72,115.05,76.84,108.53666666666668,3,1,-23,4,-6.333333333333333,1.5075991907310544e7
2020-06-17,central,151.38,149.57,107.55,136.16666666666666,9,5,-16,2,-0.6666666666666666,1.2240506628199836e7
2020-06-17,north,170.84,178.54,,174.69,13,13,-14,2,4.0,5.829667160358046e6
2020-06-17,zealand,153.65,167.74,132.99,151.46,12,7,-16,3,1.0,6.2539618042718135e6
2020-06-17,south,155.23,164.9,115.14,145.09,18,6,-14,2,3.3333333333333335,1.097011777828581e7
2020-06-18,capital,134.72,111.93,75.53,107.39333333333333,0,1,-24,4,-7.666666666666667,1.494985441193704e7
2020-06-18,central,153.71,153.06,103.78,136.85,12,5,-17,2,0.0,1.2227296703194883e7
2020-06-18,north,171.65,174.41,,173.03,15,11,-13,1,4.333333333333333,5.90176082199175e6
2020-06-18,zealand,150.72,166.07,130.42,149.06999999999996,14,7,-17,3,1.3333333333333333,6.28554772842566e6
2020-06-18,south,155.03,160.29,104.79,140.03666666666666,17,6,-15,1,2.6666666666666665,1.0982233327902447e7
2020-06-19,capital,133.34,121.8,81.26,112.13333333333333,-9,-3,-25,4,-12.333333333333334,1.4673418875550622e7
2020-06-19,central,163.66,149.07,102.92,138.55,0,-1,-17,3,-6.0,1.1887561318677023e7
2020-06-19,north,183.33,173.37,,178.35000000000002,4,5,-14,1,-1.6666666666666667,5.869911847419527e6
2020-06-19,zealand,153.2,165.08,123.22,147.16666666666666,4,2,-18,3,-4.0,6.2063478688746e6
2020-06-19,south,168.67,157.6,115.59,147.28666666666666,6,-1,-16,3,-3.6666666666666665,1.0644873191488124e7
2020-06-20,capital,116.3,106.14,69.59,97.34333333333332,-18,-5,3,1,-6.666666666666667,1.1373784591970624e7
2020-06-20,central,151.87,146.53,91.55,129.98333333333332,-3,1,7,-1,1.6666666666666667,9.41596943655909e6
2020-06-20,north,171.65,164.66,,168.155,-1,6,5,0,3.3333333333333335,4.456621651294106e6
2020-06-20,zealand,152.71,160.29,124.25,145.75,-3,4,7,1,2.6666666666666665,5.380284969622512e6
2020-06-20,south,156.05,150.92,104.6,137.19000000000003,5,3,7,-1,5.0,8.702582937025445e6
2020-06-21,capital,116.58,87.75,68.18,90.83666666666666,-8,-6,5,0,-3.0,1.0546342915918153e7
2020-06-21,central,148.0,122.97,103.93,124.96666666666668,8,-2,7,-1,4.333333333333333,9.000275770962065e6
2020-06-21,north,172.18,144.41,,158.29500000000002,11,5,8,-1,8.0,4.206165508525302e6
2020-06-21,zealand,157.43,151.0,123.65,144.02666666666667,10,1,14,-1,8.333333333333334,5.153077093999542e6
2020-06-21,south,153.18,129.51,123.77,135.48666666666665,22,0,9,-2,10.333333333333334,8.275332700306909e6
2020-06-22,capital,132.08,109.21,77.64,106.31,5,-1,-26,4,-7.333333333333333,1.4278524778448975e7
2020-06-22,central,155.27,153.52,118.5,142.43,17,6,-19,2,1.3333333333333333,1.1894274950569153e7
2020-06-22,north,177.69,189.82,,183.755,20,13,-18,2,5.0,5.622862288430356e6
2020-06-22,zealand,153.27,173.17,138.13,154.85666666666665,17,7,-20,3,1.3333333333333333,6.140268718582737e6
2020-06-22,south,160.44,164.15,123.9,149.49666666666667,24,7,-18,2,4.333333333333333,1.0710917348867463e7
2020-06-23,capital,141.72,119.04,79.95,113.57,4,4,-25,2,-5.666666666666667,1.5178521158052482e7
2020-06-23,central,157.67,156.41,122.62,145.56666666666666,13,8,-18,0,1.0,1.2372195600504844e7
2020-06-23,north,175.58,191.11,,183.34500000000003,18,15,-16,-1,5.666666666666667,5.895783906429875e6
2020-06-23,zealand,158.58,180.48,131.02,156.69333333333336,17,12,-18,0,3.6666666666666665,6.455683325742467e6
2020-06-23,south,160.26,173.49,124.86,152.87,21,10,-17,-1,4.666666666666667,1.1093149608047787e7
2020-06-24,capital,145.33,125.75,83.23,118.10333333333335,3,0,-23,3,-6.666666666666667,1.5373746326160794e7
2020-06-24,central,169.26,173.98,115.48,152.90666666666667,11,5,-16,1,0.0,1.2475111584046636e7
2020-06-24,north,192.08,194.87,,193.47500000000002,17,11,-15,0,4.333333333333333,6.021950087518972e6
2020-06-24,zealand,165.76,202.57,135.82,168.04999999999998,14,5,-17,2,0.6666666666666666,6.466697225505624e6
2020-06-24,south,168.85,180.04,120.06,156.31666666666666,18,5,-16,1,2.3333333333333335,1.1133365816595221e7
2020-06-25,capital,146.41,126.57,81.51,118.16333333333334,4,4,-24,2,-5.333333333333333,1.56904921472469e7
2020-06-25,central,166.44,166.56,124.9,152.63333333333333,15,8,-17,1,2.0,1.2771823635295233e7
2020-06-25,north,190.41,192.46,,191.435,18,15,-15,0,6.0,6.164978838795126e6
2020-06-25,zealand,169.59,193.48,134.02,165.6966666666667,18,10,-18,2,3.3333333333333335,6.620963195439465e6
2020-06-25,south,172.51,171.79,126.84,157.04666666666665,21,9,-17,1,4.333333333333333,1.1358715429946149e7
2020-06-26,capital,149.91,134.97,83.37,122.75,-8,-2,-24,1,-11.333333333333334,1.5449549399189575e7
2020-06-26,central,180.77,180.61,126.02,162.46666666666667,2,-2,-16,0,-5.333333333333333,1.2669478417226208e7
2020-06-26,north,206.15,203.18,,204.66500000000002,6,6,-14,-1,-0.6666666666666666,6.152498245949015e6
2020-06-26,zealand,181.11,199.06,144.9,175.02333333333334,7,2,-18,1,-3.0,6.759600933286586e6
2020-06-26,south,186.77,187.63,136.36,170.25333333333333,10,-1,-16,0,-2.3333333333333335,1.1450190204294993e7
2020-06-27,capital,134.2,122.7,78.61,111.83666666666666,-17,-5,4,-4,-6.0,1.2389575195792433e7
2020-06-27,central,177.04,166.5,116.0,153.17999999999998,-6,1,5,-4,0.0,1.0131951055279624e7
2020-06-27,north,215.2,214.44,,214.82,2,13,7,-4,7.333333333333333,4.979579571974394e6
2020-06-27,zealand,182.92,200.6,141.65,175.05666666666664,4,7,8,-3,6.333333333333333,6.033935338274382e6
2020-06-27,south,187.81,179.41,132.4,166.54,1,1,3,-3,1.6666666666666667,9.26828939604359e6
2020-06-28,capital,122.62,90.83,71.56,95.00333333333333,-13,-8,3,-1,-6.0,1.0621257623288222e7
2020-06-28,central,167.31,137.07,115.55,139.97666666666666,4,0,2,-1,2.0,8.841888084238127e6
2020-06-28,north,204.16,180.14,,192.14999999999998,11,10,4,-1,8.333333333333334,4.349124601113766e6
2020-06-28,zealand,174.91,180.43,158.1,171.14666666666668,8,2,6,-1,5.333333333333333,5.238302758343535e6
2020-06-28,south,176.01,155.81,138.98,156.9333333333333,20,1,1,-1,7.333333333333333,8.175522909467087e6
2020-06-29,capital,137.67,117.61,81.77,112.34999999999998,7,-1,-32,5,-8.666666666666666,1.3956980893585043e7
2020-06-29,central,168.54,163.66,115.18,149.12666666666667,15,4,-27,4,-2.6666666666666665,1.143431275156829e7
2020-06-29,north,216.18,222.67,,219.425,26,17,-25,3,6.0,5.660059524618478e6
2020-06-29,zealand,170.68,203.76,161.27,178.57000000000002,18,6,-29,4,-1.6666666666666667,6.034209895309906e6
2020-06-29,south,177.8,186.02,154.44,172.75333333333333,26,6,-27,3,1.6666666666666667,1.0331844908066666e7
2020-06-30,capital,145.56,114.8,85.04,115.13333333333334,8,3,-32,5,-7.0,1.4096150358822439e7
2020-06-30,central,176.64,168.23,126.62,157.16333333333333,23,12,-27,4,2.6666666666666665,1.1619050315407429e7
2020-06-30,north,225.89,232.4,,229.14499999999998,32,27,-26,3,11.0,5.71881205639181e6
2020-06-30,zealand,178.62,194.85,161.1,178.19000000000003,31,15,-28,4,6.0,6.048486287724318e6
2020-06-30,south,188.04,188.94,150.29,175.75666666666666,39,18,-28,3,9.666666666666666,1.052576830660904e7
2020-07-01,capital,148.21,128.07,87.87,121.38333333333333,9,0,-33,5,-8.0,1.4320117410993926e7
2020-07-01,central,184.92,189.32,132.52,168.92,21,8,-28,3,0.3333333333333333,1.190593720782603e7
2020-07-01,north,235.43,237.72,,236.575,36,23,-25,2,11.333333333333334,5.899643828534085e6
2020-07-01,zealand,183.15,208.22,157.58,182.98333333333335,28,9,-30,3,2.3333333333333335,6.218732148145105e6
2020-07-01,south,189.42,211.84,156.55,185.93666666666664,32,9,-28,3,4.333333333333333,1.0700529796427023e7
2020-07-02,capital,144.58,128.31,84.28,119.05666666666666,8,0,-34,4,-8.666666666666666,9.86458885178227e6
2020-07-02,central,184.62,195.05,131.81,170.49333333333334,21,8,-29,2,0.0,8.586915496995682e6
2020-07-02,north,231.4,236.41,,233.905,32,22,-28,2,8.666666666666666,4.336800836578532e6
2020-07-02,zealand,182.97,224.17,149.87,185.67,27,10,-31,4,2.0,4.053347576415774e6
2020-07-02,south,187.17,206.72,146.26,180.04999999999998,32,11,-29,2,4.666666666666667,7.372022003716139e6
2020-07-03,capital,143.32,129.14,86.98,119.81333333333333,-7,-8,-35,4,-16.666666666666668,1.4536047336480333e7
2020-07-03,central,191.68,182.18,120.45,164.77,6,-2,-30,3,-8.666666666666666,1.2409428274364486e7
2020-07-03,north,234.02,230.37,,232.195,14,10,-28,2,-1.3333333333333333,6.074087947824347e6
2020-07-03,zealand,186.85,196.14,156.56,179.85,15,1,-32,3,-5.333333333333333,6.588543329228038e6
2020-07-03,south,200.21,191.06,140.32,177.19666666666663,18,0,-31,3,-4.333333333333333,1.1206674234878754e7
2020-07-04,capital,124.74,100.2,77.74,100.89333333333333,-22,-12,-7,0,-13.666666666666666,1.1120494698764266e7
2020-07-04,central,203.6,170.76,128.19,167.51666666666668,-4,0,-5,-2,-3.0,9.383899630706836e6
2020-07-04,north,251.16,246.61,,248.885,10,15,2,-2,9.0,4.780049388085377e6
2020-07-04,zealand,201.36,186.57,163.15,183.69333333333336,4,1,-3,0,0.6666666666666666,5.624726016784323e6
2020-07-04,south,229.88,178.4,151.44,186.57333333333335,7,1,-7,-1,0.3333333333333333,8.574345877831375e6
2020-07-05,capital,121.36,92.28,73.67,95.77,-6,-10,-3,0,-6.333333333333333,1.0287041049920958e7
2020-07-05,central,177.17,139.62,121.61,146.13333333333333,9,-3,-8,0,-0.6666666666666666,8.377733952996001e6
2020-07-05,north,228.31,193.18,,210.745,16,11,-1,0,8.666666666666666,4.1912836682067523e6
2020-07-05,zealand,178.41,165.01,155.27,166.23,16,1,-1,0,5.333333333333333,5.07631429642359e6
2020-07-05,south,187.59,163.93,153.42,168.3133333333333,25,0,-7,0,6.0,7.719204869140303e6
2020-07-06,capital,135.99,116.46,79.51,110.65333333333332,8,-6,-43,6,-13.666666666666666,1.321419324042566e7
2020-07-06,central,181.2,176.98,124.37,160.85,25,6,-42,6,-3.6666666666666665,1.104385680348403e7
2020-07-06,north,255.84,267.8,,261.82,39,24,-38,5,8.333333333333334,5.630886161592994e6
2020-07-06,zealand,185.54,199.02,167.01,183.85666666666665,28,8,-41,6,-1.6666666666666667,6.002910497338737e6
2020-07-06,south,202.34,210.71,158.15,190.4,39,9,-41,5,2.3333333333333335,1.0205813753721057e7
2020-07-07,capital,139.27,123.05,82.18,114.83333333333333,6,-4,-43,6,-13.666666666666666,1.3582703152048387e7
2020-07-07,central,187.97,193.93,118.39,166.76333333333332,22,6,-41,5,-4.333333333333333,1.1253011840904001e7
2020-07-07,north,269.88,306.24,,288.06,43,27,-37,4,11.0,5.928088126599816e6
2020-07-07,zealand,186.69,206.24,167.69,186.87333333333333,28,8,-41,6,-1.6666666666666667,6.151415527055936e6
2020-07-07,south,202.69,225.91,153.67,194.09,40,10,-41,5,3.0,1.049696713213797e7
2020-07-08,capital,140.84,130.04,86.47,119.11666666666667,7,-6,-41,6,-13.333333333333334,1.3852252387043314e7
2020-07-08,central,192.53,201.11,123.1,172.24666666666667,22,4,-40,4,-4.666666666666667,1.1437481923305973e7
2020-07-08,north,279.58,308.52,,294.04999999999995,44,21,-36,3,9.666666666666666,6.106812972351495e6
2020-07-08,zealand,193.64,212.31,165.3,190.41666666666666,29,6,-39,5,-1.3333333333333333,6.356778748821102e6
2020-07-08,south,206.53,232.62,156.42,198.5233333333333,38,7,-40,4,1.6666666666666667,1.0676885289632536e7
2020-07-09,capital,138.07,129.14,80.34,115.84999999999998,4,-7,-42,5,-15.0,1.3952145204436025e7
2020-07-09,central,186.22,204.24,119.21,169.89000000000001,19,3,-40,4,-6.0,1.1658547899080526e7
2020-07-09,north,268.94,288.21,,278.575,40,21,-36,3,8.333333333333334,6.202524858375405e6
2020-07-09,zealand,189.26,200.6,159.73,183.1966666666667,24,5,-40,5,-3.6666666666666665,6.448489994739619e6
2020-07-09,south,201.53,220.08,139.49,187.03333333333333,35,7,-40,4,0.6666666666666666,1.0887530035369419e7
2020-07-10,capital,136.06,121.44,81.15,112.88333333333333,-12,-12,-43,6,-22.333333333333332,1.3247112512948941e7
2020-07-10,central,195.34,200.78,122.06,172.7266666666667,6,-5,-40,4,-13.0,1.1400726000471754e7
2020-07-10,north,276.39,278.25,,277.32,18,10,-35,3,-2.3333333333333335,6.074650482382839e6
2020-07-10,zealand,190.96,193.91,164.01,182.96,7,-2,-40,6,-11.666666666666666,6.220396236641975e6
2020-07-10,south,217.96,213.44,149.2,193.5333333333333,19,-2,-40,4,-7.666666666666667,1.0539246447270604e7
2020-07-11,capital,126.69,125.07,77.93,109.89666666666666,-16,-12,-4,-3,-10.666666666666666,1.1281439160996376e7
2020-07-11,central,210.68,198.63,128.56,179.29,1,0,-3,-4,-0.6666666666666666,9.215499964986075e6
2020-07-11,north,302.8,306.04,,304.42,15,18,0,-3,11.0,4.938690715129481e6
2020-07-11,zealand,226.68,223.02,174.72,208.14000000000001,8,3,0,-2,3.6666666666666665,5.86143164629081e6
2020-07-11,south,269.05,228.88,162.56,220.16333333333333,16,4,-4,-3,5.333333333333333,8.89009474802068e6
2020-07-12,capital,120.2,99.76,72.94,97.63333333333333,-7,-13,-2,-2,-7.333333333333333,1.0234413454201255e7
2020-07-12,central,186.16,161.29,116.64,154.69666666666666,12,-4,-9,-2,-0.3333333333333333,8.365808000254482e6
2020-07-12,north,272.91,266.35,,269.63,29,16,-3,-2,14.0,4.481218791183777e6
2020-07-12,zealand,188.4,181.14,164.78,178.10666666666665,17,1,-3,-1,5.0,5.353251914181611e6
2020-07-12,south,204.74,203.46,148.69,185.63000000000002,33,2,-8,-2,9.0,8.136424356437293e6
2020-07-13,capital,133.89,133.15,81.8,116.27999999999999,11,-7,-50,6,-15.333333333333334,1.2606229983651383e7
2020-07-13,central,192.42,208.59,117.79,172.9333333333333,30,5,-58,6,-7.666666666666667,1.0193973893143455e7
2020-07-13,north,302.08,339.28,,320.67999999999995,58,31,-54,6,11.666666666666666,5.61560861396387e6
2020-07-13,zealand,198.07,229.98,170.95,199.66666666666666,32,7,-49,6,-3.3333333333333335,6.163633417770316e6
2020-07-13,south,217.24,254.49,149.84,207.19000000000003,48,11,-53,5,2.0,1.007066527303229e7
2020-07-14,capital,138.46,139.28,86.1,121.28000000000002,7,-7,-50,7,-16.666666666666668,1.2941832028131131e7
2020-07-14,central,194.14,204.85,126.58,175.19000000000003,26,6,-59,8,-9.0,1.0033443213187244e7
2020-07-14,north,302.79,337.84,,320.315,50,31,-55,7,8.666666666666666,5.548595216399533e6
