date,apple_driving,apple_transit,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google,applegoogle
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,-0.4383051533151285,0.0,0.0,0.0
2020-02-19,-0.04042132034250172,0.10901095249258924,-0.05594328791843959,0.007462584404193942,-0.04865330877046139,-0.04286939758700134,-0.47697913743116926,0.032153352377177875,-0.048467951269351016,-0.020502683432578536
2020-02-20,-0.09081484666171584,0.16651367488684718,-0.08149523949364341,0.003055799648268951,-0.09730661754092278,-0.05715919678266849,-0.5027617935085297,0.032153352377177875,-0.08575099070731336,-0.041347595529522205
2020-02-21,-0.11748807721107879,0.042982729944125275,-0.068428900619959,-0.04620690731303492,-0.09730661754092278,-0.15718779115233833,-0.7348056982047743,0.16076676188588943,-0.17895858930221922,-0.11258274830762707
2020-02-22,-0.13699681026260907,-0.008081463687841461,-0.11145103120775508,-0.08548197437131168,-0.11815803558540623,-0.2000571887393397,-0.8895016346689372,0.257226819017423,-0.24606806029055142,-0.16577501733093156
2020-02-23,-0.16807523859780207,-0.04498089404276638,-0.15868342654373885,-0.1248696235218945,-0.15986087167437316,-0.2000571887393397,-0.9410669468236583,0.2893801713946009,-0.28335109972851374,-0.20411036162520413
2020-02-24,-0.15679599591540308,-0.07712913420758657,-0.24051742297114467,-0.15996307000885607,-0.20851418044483455,-0.14289799195667122,-0.9410669468236583,0.32153352377177874,-0.2945360115599025,-0.22724954078437928
2020-02-25,-0.19799185652794057,-0.11154196035086869,-0.28102307347956473,-0.1995758833440473,-0.20156370776334004,-0.014289799195667122,-0.9023929627076174,0.32153352377177874,-0.24606806029055142,-0.22282197181729935
2020-02-26,-0.21972739285582527,-0.15234891160980535,-0.3384181768284134,-0.24065226387919877,-0.20156370776334004,0.08573879517400274,-0.876610306630257,0.3536868761489566,-0.21251332479638532,-0.22658279433779205
2020-02-27,-0.1863737524774012,-0.17268578176931848,-0.32719080416658153,-0.23320576263104908,-0.14595992631138419,0.21434698793500687,-0.825044994475536,0.3536868761489566,-0.13421894197666442,-0.18371235230385674
2020-02-28,-0.19106940286449453,-0.220863738369914,-0.382892122846619,-0.2707277656805825,-0.14595992631138419,0.4001143774786794,-0.567218433701931,0.2250734666402451,-0.011184911831388682,-0.1409563387559856
2020-02-29,-0.19731413379165896,-0.2767235258386207,-0.39997515107776865,-0.2987124571963084,-0.1390094536298897,0.48585317265268224,-0.39963116919908775,0.1286134095087115,0.063381167044536,-0.1176656450758862
2020-03-01,-0.20467226635700078,-0.31677561510473673,-0.390102806150986,-0.31238313983330157,-0.10425709022241728,0.5144327710440165,-0.3351745290056865,0.09646005713153362,0.10812081437009075,-0.10213116273160541
2020-03-02,-0.2295059637650285,-0.3643319206524206,-0.3996847879916869,-0.34104332390285547,-0.09730661754092278,0.471563373457015,-0.2836092168509655,0.06430670475435575,0.11557742225768325,-0.11273295082258611
2020-03-03,-0.2359443297597025,-0.4122434553731953,-0.43360887521558455,-0.3718104014141101,-0.1390094536298897,0.3286653815003438,-0.23204390469624447,0.06430670475435575,0.07083777493212842,-0.15048631324099082
2020-03-04,-0.24712675490834604,-0.43910766158827336,-0.42320419796431796,-0.38179804131713624,-0.12510850826690073,0.2572163855220082,-0.21915257665756424,0.06430670475435575,0.063381167044536,-0.15920843713630012
2020-03-05,-0.25225808419733475,-0.47467498254410406,-0.43162472746069247,-0.3991839330001817,-0.09730661754092278,0.2715061847176753,-0.21915257665756424,0.06430670475435575,0.08202268676351715,-0.15858062311833226
2020-03-06,-0.2639245970147512,-0.5117964311322117,-0.4597899468106335,-0.425865888876382,-0.11815803558540623,0.18576738954367264,-0.23204390469624447,0.09646005713153362,0.044739647325554806,-0.1905631207754136
2020-03-07,-0.2829976511643869,-0.5533582443839686,-0.5208145887355053,-0.46753734618514486,-0.16681134435586764,0.08573879517400274,-0.24493523273492473,0.16076676188588943,-0.011184911831388693,-0.23936112900826678
2020-03-08,-0.31117155348694475,-0.6124594980571402,-0.5473828111119955,-0.5071340763642928,-0.1876627624003511,0.08573879517400274,-0.257826560773605,0.19292011426306724,-0.026098127606573634,-0.2666161019854332
2020-03-09,-0.3954028078533545,-0.7259108152133785,-0.6093753299904735,-0.5968137544629644,-0.20851418044483455,0.17147759034800547,-0.2836092168509655,0.2250734666402451,-0.022369823662777403,-0.3095917890628709
2020-03-10,-0.5368048159017936,-0.9267485089502335,-0.7437166511510164,-0.7611836092277445,-0.25021701653380146,0.4286939758700137,-0.32228320096700624,0.2893801713946009,0.011184911831388693,-0.3749993486981779
2020-03-11,-0.7039602879289274,-1.1789168181988738,-0.96071466414953,-0.9801718619163218,-0.3753255248007022,0.5573021686310178,-0.36095718508304697,0.3858402285261345,-0.03355473549416609,-0.5068632987052439
2020-03-12,-0.8626926345194208,-1.4066187181508074,-1.048694679232336,-1.1446221324613208,-0.5421368691565698,0.471563373457015,-0.4383051533151285,0.4501469332804903,-0.16777367747083052,-0.6561979049660757
2020-03-13,-1.0085966578874423,-1.64053712863185,-1.172921686227694,-1.319108292377475,-0.5838397052455367,0.7573593573703576,-0.6574577299726927,0.6109136951663796,-0.1789585893022192,-0.7490334408398471
2020-03-14,-1.1850466131550081,-1.8894639716760262,-1.3118120290701847,-1.5140522267809882,-0.6811463227864596,0.94312674691403,-0.9668496029010187,0.8359871618066247,-0.272166187897125,-0.8931092073390565
