date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google,telco,applegoogle
2021-02-23,0.12503514810730149,0.7662698544887822,0.45183443826917447,-1.708815391024747,-0.31926564665631224,-3.8376900468493935,1.5268905564719126,-2.3191744576213824,-0.167357246484848,-0.9336700096761039
2021-02-24,0.1024277268369008,0.7650511458066591,0.43999989190763,-1.6825259234705199,-0.2554125173250498,-3.8265984571186156,1.4957295247071798,-2.285068950891656,-0.16098349822796162,-0.922534529492013
2021-02-25,0.10828788149053074,0.7554368884254644,0.4380159865804324,-1.6365193552506228,-0.20752267032660296,-3.771140508464722,1.464568492942447,-2.2282264396754456,-0.13163739942360178,-0.8951052265475066
2021-02-26,0.11492568699867055,0.7445497575318298,0.4357703159670077,-1.4590654492595916,-0.15963282332815615,-3.660224611156936,1.4334074611777137,-2.0766464097655515,-0.038802878057272686,-0.8204380468992719
2021-02-27,0.11614770977004385,0.7475559056144003,0.4379057696178106,-1.3013286439342302,-0.04788984699844682,-3.527125534387593,1.371085397648248,-1.9136978776124147,0.10006466773949062,-0.7378960539973021
2021-02-28,0.105288371051706,0.7625595636120956,0.4401514402312348,-1.163308939274539,0.04788984699844684,-3.4162096370798074,1.3087633341187823,-1.7734863499457632,0.21118192443945497,-0.6666674548572642
2021-03-01,0.10609379515102024,0.8043206477861857,0.4617952962661441,-1.0450063352805183,0.1277062586625249,-3.283110560310464,1.2152802388245834,-1.6408538237746058,0.3156495303783851,-0.5895292637542309
2021-03-02,0.10923217181386452,0.851471132576776,0.48733807735380835,-0.9398484650636106,0.14366954099534052,-3.1389198938103426,1.1529581752951177,-1.527168801342185,0.43369818606153676,-0.5199153619941883
2021-03-03,0.11509232646749398,0.8705913176785322,0.49997169669436314,-0.8149734941810332,0.15963282332815618,-3.0945535348872273,1.1841192070598505,-1.4362207833962481,0.4855591414520336,-0.4681245433509425
2021-03-04,0.10176116896160657,0.8518502863889919,0.48382491167023034,-0.7689669259611361,0.14366954099534052,-3.0612787656948925,1.2152802388245834,-1.4021152766665221,0.490181192457589,-0.4591451824981459
2021-03-05,0.09617874675601616,0.8476254296242983,0.47890647971322053,-0.8149734941810332,0.1277062586625249,-3.0501871759641137,1.1841192070598505,-1.4286417819007535,0.50576222307981,-0.4748676510937665
2021-03-06,0.10756577712562823,0.8785806301502286,0.5003023475822299,-0.8412629617352599,0.11174297632970932,-3.0501871759641137,1.1841192070598505,-1.4475892856394903,0.5268347851149678,-0.4736434690286302
2021-03-07,0.10645484733347102,0.8430485014625465,0.4816756808991003,-0.8675524292894868,0.07981641166407809,-3.0390955862333344,1.1841192070598505,-1.466536789378227,0.5252675146831903,-0.4924305542395634
2021-03-08,0.08726353517395413,0.7588492727354095,0.429322623653617,-0.9201313643979406,-0.03192656466563122,-3.0501871759641137,1.2464412705893166,-1.527168801342185,0.5025283493587404,-0.548923088844284
2021-03-09,0.058930196599809276,0.6819126450065547,0.37612916206814045,-0.9529931988407242,-0.06385312933126246,-3.0390955862333344,1.2776023023540495,-1.5499058058286688,0.4797060731614309,-0.5868883218802642
2021-03-10,0.06628547759871785,0.6600481085020918,0.3686550742903311,-0.9529931988407242,-0.07981641166407806,-3.0169124067717776,1.2464412705893166,-1.5461163050809215,0.47104583814862766,-0.5887306153952951
