family,colleagues,friends,strangers,date,nrow,total
1.2660550458715596,1.4281345565749235,1.7400611620795108,4.792048929663609,2020-04-10,327,9.226299694189603
0.9149797570850202,0.9534412955465587,0.868421052631579,3.388663967611336,2020-04-12,494,6.125506072874494
0.7560483870967742,1.0403225806451613,0.7842741935483871,2.6411290322580645,2020-04-16,496,5.221774193548387
0.9266802443991853,0.9164969450101833,0.924643584521385,2.089613034623218,2020-04-19,491,4.857433808553972
1.008298755186722,1.3713692946058091,1.045643153526971,4.45850622406639,2020-04-23,482,7.8838174273858925
1.2745901639344261,1.1434426229508197,0.8831967213114754,3.3278688524590163,2020-04-26,488,6.629098360655738
1.1590909090909092,1.3925619834710743,1.5041322314049588,2.4524793388429753,2020-05-03,484,6.508264462809917
1.2857142857142858,1.426530612244898,1.0959183673469388,5.7,2020-05-10,490,9.508163265306122
1.2112676056338028,1.3259557344064385,1.0221327967806841,3.414486921529175,2020-05-17,497,6.9738430583501
1.0773930753564154,0.814663951120163,1.109979633401222,3.1731160896130346,2020-05-24,491,6.175152749490835
1.2729124236252545,1.6537678207739308,0.9857433808553971,2.7820773930753564,2020-05-31,491,6.694501018329939
1.7117296222664016,2.0377733598409544,1.8707753479125249,10.73558648111332,2020-06-07,503,16.355864811133202
1.3036437246963564,1.5789473684210527,1.7246963562753037,6.755060728744939,2020-06-14,494,11.362348178137651
1.6158536585365855,1.3170731707317074,1.8760162601626016,4.294715447154472,2020-06-21,492,9.103658536585366
1.3235294117647058,1.3991596638655461,1.4411764705882353,5.1155462184873945,2020-07-05,476,9.279411764705882
1.3968565815324165,1.7799607072691552,1.5108055009823183,4.6895874263261295,2020-07-19,509,9.37721021611002
1.3353174603174602,1.6904761904761905,1.257936507936508,3.7043650793650795,2020-08-02,504,7.988095238095238
1.68762278978389,1.3084479371316307,1.6915520628683693,3.6286836935166993,2020-08-16,509,8.31630648330059
1.378217821782178,1.5881188118811882,1.6653465346534653,4.928712871287129,2020-08-30,505,9.56039603960396
1.5417475728155339,1.5029126213592232,1.6776699029126214,4.836893203883495,2020-09-20,515,9.559223300970874
1.684,2.056,1.794,5.912,2020-10-11,500,11.446
1.7612244897959184,2.4306122448979592,2.1448979591836737,6.775510204081633,2020-11-01,490,13.112244897959183
1.6388888888888888,1.4523809523809523,1.4523809523809523,4.093253968253968,2020-11-22,504,8.636904761904763
1.4930966469428009,2.09861932938856,1.7692307692307692,6.337278106508876,2020-12-13,507,11.698224852071005
1.2515090543259557,1.3018108651911469,1.3279678068410463,4.360160965794768,2021-01-13,497,8.241448692152918
1.6352705410821644,2.2424849699398797,1.9519038076152304,6.056112224448897,2021-02-10,499,11.885771543086172
1.494949494949495,2.21010101010101,1.509090909090909,6.171717171717172,2021-03-10,495,11.385858585858585
1.7038539553752536,2.259634888438134,2.020283975659229,8.166328600405679,2021-04-14,493,14.150101419878297
1.8774703557312253,2.697628458498024,2.33596837944664,6.102766798418973,2021-05-12,506,13.013833992094861
1.8981670061099796,2.531568228105906,2.5356415478615073,9.107942973523421,2021-06-09,491,16.073319755600814
2.160243407707911,2.659229208924949,2.924949290060852,10.162271805273834,2021-07-14,493,17.906693711967545
