date,family,colleagues,friends,strangers,nrow,total
2020-04-15,0.5335,0.6935,0.367,1.751,2000,3.345
2020-04-29,0.503125,0.6546875,0.4015625,1.19453125,1280,2.75390625
2020-05-13,0.8362919132149902,0.9871794871794872,0.6410256410256411,2.3599605522682445,1014,4.824457593688363
2020-05-27,1.2868525896414342,1.3695219123505975,1.2270916334661355,2.185258964143426,1004,6.068725099601593
2020-06-10,1.2735381565906838,1.554013875123885,1.404360753221011,2.8533201189296333,1009,7.085232903865213
2020-06-24,1.4203102961918195,1.7404795486600846,1.4908321579689703,3.997179125528914,709,8.648801128349788
2020-07-08,1.488888888888889,1.8181818181818181,1.791919191919192,6.872727272727273,495,11.971717171717172
2020-07-22,1.6161417322834646,2.177165354330709,1.7696850393700787,4.94488188976378,508,10.507874015748031
2020-08-05,2.06813627254509,1.687374749498998,1.3346693386773547,8.138276553106213,499,13.228456913827655
2020-08-19,1.755600814663951,2.1771894093686353,2.0570264765784114,6.409368635437882,491,12.39918533604888
2020-09-02,1.6847389558232932,3.142570281124498,2.0562248995983934,6.088353413654619,498,12.971887550200803
2020-09-16,1.4844290657439447,3.422145328719723,2.2214532871972317,7.038062283737024,289,14.166089965397925
2020-09-30,1.6372093023255814,3.7953488372093025,2.530232558139535,3.697674418604651,215,11.66046511627907
2020-10-14,1.6936758893280632,3.1699604743083003,1.9288537549407114,4.644268774703558,506,11.436758893280633
2020-10-28,1.1533101045296168,1.4459930313588851,0.8432055749128919,4.630662020905923,287,8.073170731707316
2020-11-11,0.9276018099547512,1.9773755656108598,1.1809954751131222,1.4796380090497738,221,5.5656108597285066
2020-11-25,0.8466019417475729,1.8854368932038834,0.8776699029126214,2.2640776699029126,515,5.87378640776699
2020-12-09,1.5275862068965518,2.2448275862068967,1.896551724137931,4.417241379310345,290,10.086206896551724
2020-12-23,1.6090909090909091,2.1636363636363636,1.9318181818181819,3.213636363636364,220,8.918181818181818
2021-01-06,0.4,1.1142857142857143,0.6142857142857143,1.6428571428571428,70,3.7714285714285714
2021-01-20,0.9509345794392523,1.9345794392523366,1.3668224299065421,2.661214953271028,428,6.913551401869159
