date,family,colleagues,friends,strangers,nrow,total
2020-04-16,0.9994550408719346,0.9836512261580381,0.8506811989100818,1.6316076294277928,1835,4.465395095367848
2020-04-30,1.0941117262204327,1.2340211373930547,1.0910920986411676,2.1233014594866635,1987,5.542526421741319
2020-05-14,1.4165076335877862,1.6278625954198473,1.396469465648855,2.0958969465648853,2096,6.536736641221374
2020-05-28,1.6806806806806807,1.607107107107107,1.902902902902903,2.656156156156156,1998,7.846846846846847
2020-06-11,1.7504178272980502,2.0752089136490253,2.247910863509749,3.5298050139275765,1795,9.603342618384401
2020-06-25,1.7985153764581123,2.3191940615058324,2.4782608695652173,3.708377518557794,943,10.304347826086957
2020-07-09,1.8716216216216217,1.7712355212355213,2.0434362934362933,5.376447876447877,1036,11.062741312741313
2020-07-23,1.9629032258064516,1.1516129032258065,2.425806451612903,8.453225806451613,620,13.993548387096775
2020-08-06,2.0574948665297743,2.02258726899384,2.3223819301848048,4.792607802874743,487,11.195071868583161
2020-08-20,1.323699421965318,2.7822736030828517,2.3236994219653178,4.4508670520231215,519,10.880539499036608
2020-09-03,1.658203125,3.05078125,2.5234375,7.3125,512,14.544921875
2020-09-17,1.749034749034749,2.83011583011583,2.7065637065637067,6.455598455598456,518,13.741312741312742
2020-10-01,1.6927592954990216,2.923679060665362,2.283757338551859,2.493150684931507,511,9.393346379647749
2020-10-15,1.99601593625498,2.5219123505976095,2.0318725099601593,3.402390438247012,502,9.952191235059761
2020-10-29,1.3675889328063242,1.9466403162055337,1.841897233201581,2.932806324110672,506,8.088932806324111
2020-11-12,1.0396825396825398,2.7142857142857144,2.1031746031746033,2.2301587301587302,378,8.087301587301587
2020-11-26,1.3695652173913044,2.4565217391304346,1.6594202898550725,3.210144927536232,138,8.695652173913043
2020-12-10,1.2419047619047618,1.6761904761904762,1.4723809523809523,3.48,525,7.87047619047619
2021-01-07,0.85,1.3142857142857143,0.8071428571428572,0.8214285714285714,140,3.7928571428571427
2021-01-21,1.0849673202614378,1.4989106753812635,0.5816993464052288,1.5337690631808278,459,4.699346405228758
