family_std,family,strangers,friends,colleagues,total_std,total,date,strangers_std,friends_std,colleagues_std
0.060408186300178725,0.33722346380382323,0.7686857780735998,0.23549926863357917,0.41992964838277214,0.7540904388822367,1.6736533169079841,2020-04-12,0.5221007430111708,0.09708905489679617,0.11915098695183783
0.057371383945358845,0.3344919246720391,0.7569039843622627,0.23718355524097645,0.435441933597145,0.6966747996779684,1.6959135250105843,2020-04-13,0.47745090040562715,0.09075603485565538,0.1113616564327475
0.05457728685960569,0.33210699116443654,0.7492135805674871,0.23915910315529765,0.45204674994350236,0.6472159077606754,1.724029457532756,2020-04-14,0.43996678401056183,0.08507514979493389,0.10449304839605618
0.05203722154885359,0.3300768276613408,0.7459275922643327,0.24140382354892354,0.4695315742051014,0.6062682235448623,1.757782964412221,2020-04-15,0.4100011617052963,0.08008433522018797,0.09862394580105135
0.04976047475517063,0.3284087338717829,0.7473171724912993,0.24389561172895036,0.48766307470949444,0.5740539995595638,1.7968668377048003,2020-04-16,0.38752694645372254,0.0758114753388385,0.09380332439711284
0.04775353247489931,0.3271091061927733,0.7536039936489671,0.24661256694438782,0.5061930794724513,0.5503940930883426,1.8408923555490664,2020-04-17,0.3720942892752725,0.07226992919373208,0.0900423132408209
0.04601929738954764,0.3261834025983704,0.7649529134511113,0.24953320639639565,0.5248652374198203,0.5346967561704421,1.889399241565207,2020-04-18,0.36287590621341403,0.06945434449751042,0.08730957785222794
0.04455638687021178,0.3256361113308846,0.7814651187655599,0.2526366709008344,0.5434221492741321,0.5260231589264404,1.9418676909551595,2020-04-19,0.3587999509446912,0.06733788941768999,0.08553233519461126
0.04335863427943814,0.32547072365022656,0.8031719684563075,0.25590291974737045,0.5616127151329076,0.5232163759920445,1.997732022544072,2020-04-20,0.3587234898272165,0.06587197462434388,0.08460363709622505
0.04241490964435101,0.32568971087890236,0.830029767030406,0.2593129124290239,0.5791994262617746,0.525053017463058,2.05639544190059,2020-04-21,0.3615844377373629,0.06498896330809002,0.0843943462812631
0.04170933479671985,0.326294505959543,0.8619157029490743,0.2628487750788423,0.5959653205996855,0.5303731627105783,2.1172453486057834,2020-04-22,0.3664932276255732,0.064607461626616,0.08476668245673429
0.04122189903012313,0.32728548971924065,0.898625177094158,0.26649394964436146,0.6117203258228724,0.5381629139452271,2.1796685937916003,2020-04-23,0.372760744770991,0.06463900218612408,0.08558618833368449
0.040929404273394934,0.32866198201042085,0.9398707267687771,0.2702333240532057,0.6263067308390973,0.5475874583977414,2.2430660941131193,2020-04-24,0.37988100242971284,0.06499467439356955,0.08673018993729026
0.040806609265442856,0.3304222378716964,0.9852827180815948,0.27405334187158104,0.6396035559472766,0.5579872950007271,2.306866235903719,2020-04-25,0.38749148161629,0.06559056174553347,0.08809235664031224
0.0408274186437177,0.33256344882419375,1.0344119347486926,0.27794209022819977,0.6515296326179653,0.5688540085546843,2.3705365575625588,2020-04-26,0.39532892256603064,0.0663514412036324,0.08958404027149114
0.040965978056888286,0.3350817493894772,1.0867341352799125,0.28188936506543183,0.6620452543314701,0.5797990732755582,2.4335932770772746,2020-04-27,0.4031911708505411,0.06721275182262852,0.09113348580461937
0.041197578617305504,0.33797222888446765,1.1416565851733593,0.28588671308333763,0.6711523180071639,0.590524301242586,2.4956083315886244,2020-04-28,0.41090981098963847,0.06812116941352356,0.09268394191479362
0.041499325118390926,0.34122894851700886,1.1985264989981537,0.2899274500560461,0.6788929386733658,0.6007982287994412,2.556213712585048,2020-04-29,0.41833437223031383,0.06903422637414428,0.09419142486769269
0.04185056701160057,0.3448449637730304,1.2566412527520314,0.294006655519415,0.685346585240643,0.6104396938757126,2.6151030083468294,2020-04-30,0.42532653680161286,0.06991937330312599,0.09562258981032352
0.042233121105183964,0.348812352052921,1.31526015385813,0.29812114414919394,0.6906258494535755,0.6193080169602354,2.6720301987185464,2020-05-01,0.4317616020720177,0.07075277835697893,0.09695292370347469
0.042631329427081,0.3531222454809344,1.3736174891238748,0.30226941446536,0.6948710201917229,0.6272982580196932,2.7268058799345867,2020-05-02,0.43753411612769666,0.07151805705167075,0.09816531240361136
0.04303199811525042,0.3577648687774423,1.4309365143933763,0.30645157580619925,0.6982436883023486,0.6343396972532107,2.779291222787252,2020-05-03,0.44256485298174836,0.07220504338538494,0.09924894047106667
0.04342425827999318,0.3627295820498979,1.4864440075443675,0.3106692548104838,0.7009196504167048,0.6403957605409885,2.8293900798934755,2020-05-04,0.4468068818141069,0.07280865722614688,0.10019843839672227
0.043799381622352994,0.36800492832468107,1.5393849822005075,0.3149254829232998,0.7030814115226591,0.6454639190619851,2.877039751686719,2020-05-05,0.450249215016114,0.07332788871702282,0.1010131816788111
0.04415057495574223,0.37357868560887225,1.5890371552368812,0.31922456669663424,0.7049106038097865,0.6495745180216017,2.9222009912864935,2020-05-06,0.45291724742188166,0.07376490173375437,0.10169665672788555
0.044472770150576026,0.37943792323865355,1.6347247776660783,0.32357194288582275,0.7065806425069266,0.6527879465123907,2.9648478717896234,2020-05-07,0.454869837872388,0.07412424961903291,0.1022558305287991
0.044762419969989094,0.38556906223972354,1.67583147508057,0.32797402054394126,0.7082499278600143,0.6551899909640355,3.0049581531066796,2020-05-08,0.456193395760653,0.0744121934220834,0.10270048758406689
0.04501730581501983,0.3919579393951279,1.7118117981806453,0.332438012485273,0.7100558765545975,0.6568855808493075,3.042504767800101,2020-05-09,0.45699370957166946,0.07463611297376954,0.10304252408163814
