family_std,family,strangers,friends,colleagues,total_std,total,date,strangers_std,friends_std,colleagues_std
0.07900558130829191,1.0198417805068256,5.16076019289028,1.3433598376737668,1.8184606439147664,0.9007163717769872,9.00974904147235,2020-04-12,0.6132951547669603,0.11615846597780019,0.14310316474128107
0.07583521675535175,1.0200450723001382,5.1623177115314896,1.3474217488832396,1.821520307456704,0.874313376476786,9.017683925594543,2020-04-13,0.6049477707180606,0.1106498658319445,0.13727194045186186
0.07289994246614805,1.0201692172427417,5.164922623699923,1.351855897244734,1.824977029477533,0.8494936143188389,9.027756869547014,2020-04-14,0.5969583862946691,0.10562291439105838,0.1318814241001446
0.07021860483304065,1.020211121191599,5.168585332148189,1.356625989145735,1.8288176950277886,0.8263608475737113,9.039968532452587,2020-04-15,0.5893528638447174,0.1011204576852458,0.1269637219659623
0.06780654095673024,1.0201713116332172,5.173313938072236,1.36169015294724,1.8330278287427186,0.8050056495726201,9.054316149493246,2020-04-16,0.5821545375542212,0.09717598731178374,0.12254578995777682
0.06567466930284427,1.0200542014601395,5.179114202035609,1.3670017112720134,1.8375916800513428,0.785502420505766,9.07079359848757,2020-04-17,0.5753838667703968,0.0938109367615164,0.11864786566876827
0.06382869854152833,1.0198682618742434,5.185989511200927,1.372510092183108,1.8424923137584726,0.7679065019104947,9.089391465221205,2020-04-18,0.569058118739694,0.09103241723582722,0.11528195959403913
0.06226856176081903,1.0196260957875203,5.1939408527950475,1.378161853641873,1.8477117049923606,0.7522515968933061,9.110097105804813,2020-04-19,0.5631910917851821,0.0888318430989409,0.11245059557249404
0.060988175767098245,1.019344406430378,5.202966793715231,1.383901792479079,1.853230837482438,0.7385477217768222,9.132894704428592,2020-04-20,0.5577928896281241,0.08718482720501626,0.1101460043142442
0.059975592565101196,1.0190438594525042,5.213063466168639,1.3896741072562326,1.8590298041174855,0.7267799063051691,9.157765325003737,2020-04-21,0.5528697565928022,0.086052515546084,0.10834994257110382
0.05921355593166965,1.018748840436194,5.224224559226405,1.3954235838460185,1.8650879087347156,0.7169078186786115,9.184686955328718,2020-04-22,0.5484239818068423,0.08538423227739717,0.1070342312237704
0.05868041290577814,1.0184871132583126,5.2364413161666485,1.40109677324413,1.8713837681046959,0.7088664198301436,9.213634542589512,2020-04-23,0.5444538782697181,0.08512102758141107,0.10616199348286642
0.0583512755452411,1.0182893879645585,5.2497025374778294,1.4066431328861106,1.8778954131055503,0.7025676573177373,9.244580019197105,2020-04-24,0.5409538399242716,0.08519956668765453,0.10568945964390929
0.058199297506906035,1.0181888096080132,5.263994589394752,1.4120161053669347,1.8846003881220001,0.6979031080255711,9.277492318179473,2020-04-25,0.5379144768034639,0.08555581201153353,0.10556812046966423
0.058196929148894405,1.0182203817319737,5.27930141784411,1.4171741116912013,1.891475847760008,0.6947473882200355,9.312337377576943,2020-04-26,0.5353228251534776,0.08612809785500336,0.10574697894203819
0.05831703974700229,1.0184203397608167,5.295604567684308,1.4220814397442871,1.8984986500350982,0.6929620849596192,9.349078133536178,2020-04-27,0.5331626263898329,0.08685939969864924,0.1061746718430738
0.05853383485034993,1.0188254904601775,5.312883207135243,1.426709012302522,1.9056454452709666,0.6923999337619645,9.387674502055962,2020-04-28,0.5314146660515277,0.08769878281815763,0.10680129292071974
0.058823538226565886,1.0194725338415846,5.331114157307215,1.4310350223588568,1.9128927600334802,0.6929089749533477,9.428083349604082,2020-04-29,0.5300571617698595,0.08860213655260324,0.107579824905954
0.05916484197925904,1.0203973834616693,5.350271926753813,1.4350454266458152,1.9202170755223373,0.6943364589631642,9.470258453095521,2020-04-30,0.5290661877968946,0.08953235562653296,0.1084671574686235
0.059539151017720934,1.0216345000859532,5.37032875099093,1.4387342908746417,1.9275948999469852,0.6965323279670683,9.514150449993982,2020-05-01,0.5284161229074344,0.09045913456856892,0.1094247198744827
0.05993065921705707,1.0232162522661379,5.3912546369425165,1.4421039823385642,1.9350028345233592,0.6993521655103182,9.559706779568035,2020-05-02,0.528080108490019,0.09135851734251467,0.11041878723596402
0.06032629691867243,1.0251723156535104,5.413017412292673,1.4451652071862693,1.9424176328419274,0.7026595665916154,9.606871616595729,2020-05-03,0.5280305043055362,0.09221230993882477,0.1114205307203178
0.06071558620148129,1.0275291209850586,5.4355827797427025,1.447936890966563,1.9498162534736985,0.7063279311209246,9.65558579906391,2020-05-04,0.5282393305963484,0.09300743023106227,0.11240588052499471
0.06109043451063467,1.0303093587767067,5.4589143761901715,1.4504459021396077,1.9571759057975109,0.7102417203996989,9.705786751646832,2020-05-05,0.5286786868253583,0.0937352422601417,0.11335526156878177
0.06144489080453571,1.0335315469695645,5.482973836864209,1.4527266193428705,1.9644740891474173,0.7142972391392419,9.757408406969295,2020-05-06,0.5293211391548008,0.09439090266525386,0.11425325012515235
0.061774882540378835,1.0372096662059926,5.507720864466835,1.454820344500558,1.9716886254914456,0.7184030163991693,9.8103811268593,2020-05-07,0.5301400706887657,0.09497273451197176,0.11508818789448466
0.06207794705787349,1.0413528661357558,5.533113303383263,1.4567745655687574,1.9787976859609584,0.7224798605212687,9.86463162597052,2020-05-08,0.5311099903727753,0.09548163670458139,0.11585177976703347
0.06235296730327328,1.045965245203626,5.559107219034553,1.458642074968827,1.9857798116515397,0.7264606586211464,9.920082900303118,2020-05-09,0.5322067981685816,0.0959205338086442,0.11653869331701551
0.06259991919717017,1.051045705743167,5.585656982453093,1.4604799526705263,1.992613929210392,0.7302899830816179,9.976654163269705,2020-05-10,0.5334080056349254,0.09629386995355087,0.11714617188277314
