family,colleagues,friends,strangers,date,nrow,total
0.3219814241486068,0.47987616099071206,0.2848297213622291,0.541795665634675,2020-04-10,323,1.6284829721362228
0.38016528925619836,0.24380165289256198,0.1652892561983471,0.6425619834710744,2020-04-12,484,1.4318181818181819
0.26434426229508196,0.4426229508196721,0.17008196721311475,0.8217213114754098,2020-04-16,488,1.6987704918032787
0.259765625,0.583984375,0.259765625,0.736328125,2020-04-19,512,1.83984375
0.4239350912778905,0.563894523326572,0.2434077079107505,0.7302231237322515,2020-04-23,493,1.9614604462474645
0.3584905660377358,0.9320754716981132,0.46037735849056605,1.1849056603773584,2020-04-26,530,2.9358490566037734
0.31496062992125984,0.734251968503937,0.3346456692913386,1.141732283464567,2020-05-03,508,2.5255905511811023
0.3036750483558994,0.5067698259187621,0.2572533849129594,2.1218568665377178,2020-05-10,517,3.1895551257253385
0.3849129593810445,0.7408123791102514,0.2727272727272727,1.735009671179884,2020-05-17,517,3.133462282398453
0.594488188976378,0.9507874015748031,0.4862204724409449,1.2125984251968505,2020-05-24,508,3.2440944881889764
0.6659751037344398,0.7593360995850622,0.45020746887966806,1.8713692946058091,2020-05-31,482,3.7468879668049793
0.6227180527383367,0.5983772819472617,0.4949290060851927,0.7849898580121704,2020-06-07,493,2.5010141987829613
0.5942622950819673,0.7561475409836066,0.5409836065573771,1.2930327868852458,2020-06-14,488,3.1844262295081966
0.777319587628866,0.8556701030927835,0.709278350515464,2.7422680412371134,2020-06-21,485,5.0845360824742265
0.7821576763485477,0.946058091286307,0.6307053941908713,1.6099585062240664,2020-07-05,482,3.9688796680497926
0.9055441478439425,1.3634496919917864,0.8583162217659137,2.4640657084188913,2020-07-19,487,5.591375770020534
1.0587044534412955,1.45748987854251,0.8927125506072875,3.0991902834008096,2020-08-02,494,6.508097165991903
1.189795918367347,1.2714285714285714,1.0918367346938775,3.573469387755102,2020-08-16,490,7.126530612244898
1.1781376518218623,1.8724696356275303,0.9858299595141701,3.1417004048582995,2020-08-30,494,7.178137651821863
0.9196787148594378,1.891566265060241,1.0321285140562249,5.160642570281125,2020-09-20,498,9.004016064257028
0.8790983606557377,1.1823770491803278,0.8586065573770492,3.0614754098360657,2020-10-11,488,5.98155737704918
0.6686746987951807,1.5100401606425702,0.8313253012048193,2.71285140562249,2020-11-01,498,5.72289156626506
0.6836935166994106,1.043222003929273,0.7603143418467584,6.6286836935167,2020-11-22,509,9.115913555992142
0.8942115768463074,1.3213572854291418,0.8283433133732535,2.532934131736527,2020-12-13,501,5.57684630738523
0.44642857142857145,0.9484126984126984,0.35912698412698413,1.369047619047619,2021-01-13,504,3.123015873015873
0.5773809523809523,1.375,0.6607142857142857,3.2996031746031744,2021-02-10,504,5.912698412698413
0.9939516129032258,2.274193548387097,1.7721774193548387,9.891129032258064,2021-03-10,496,14.931451612903226
0.9221556886227545,1.656686626746507,1.0399201596806387,6.516966067864272,2021-04-14,501,10.13572854291417
1.1719367588932805,2.3517786561264824,1.8399209486166008,4.561264822134388,2021-05-12,506,9.924901185770752
1.4276985743380854,2.071283095723014,1.845213849287169,5.84725050916497,2021-06-09,491,11.191446028513239
1.3514056224899598,2.3654618473895583,1.608433734939759,7.56425702811245,2021-07-14,498,12.889558232931726
