"family","colleagues","friends","strangers","total","dates"
1.6363626172193402,3.5014874177309716,1.6865926076408784,8.756740834409424,17.639499245687986,2020-05-13
1.6458187969087694,3.4886321328012073,1.692920926855698,8.730441768286926,17.733032395858334,2020-05-14
1.6695770990566179,3.4785429177236473,1.7024926506094753,8.706401464757,17.828876826643995,2020-05-15
1.706437308812129,3.47151796110205,1.7154256398225964,8.684870664920293,17.927016859343496,2020-05-16
1.754189215375721,3.4678469574784963,1.7318224095550558,8.666103250238912,18.027434674860565,2020-05-17
1.8098090868302972,3.467806741070501,1.7517683979256722,8.650355165957784,18.13011029361494,2020-05-18
1.8697538289220867,3.471656781607324,1.7753302999033256,8.637883287962788,18.235021557624613,2020-05-19
1.9303123994439704,3.479634608685309,1.8025544896539767,8.628944237841903,18.342144114820133,2020-05-20
1.9879642698174131,3.491951236887996,1.833465555433836,8.623793151418418,18.451451405648907,2020-05-21
2.0396942774949194,3.508786668601987,1.8680649709807027,8.622682406502898,18.562914652025107,2020-05-22
2.0832224672326505,3.5302855548315577,1.9063299269514267,8.625860316058702,18.676502848677664,2020-05-23
2.117124587890133,3.556553096224974,1.948212345169996,8.633569793390393,18.79218275694626,2020-05-24
2.14084000044378,3.5876512668534177,1.9936380972790944,8.646046996340827,18.909918901071944,2020-05-25
2.154584053498686,3.6235954419423666,2.042506447827303,8.663519957817739,19.029673567025874,2020-05-26
2.1591968826245345,3.6643515076957796,2.0946897398797155,8.686207210260484,19.15140680391648,2020-05-27
2.155966880082739,3.7098335265656988,2.150033338925093,8.714316411899368,19.275076428011804,2020-05-28
2.146463811918322,3.7599020248362236,2.208355848187921,8.748042982850766,19.400638029410196,2020-05-29
2.1324052895470915,3.814362961285822,2.269449605467203,8.787568759229009,19.528044981389037,2020-05-30
2.1155646603855183,3.87296742608235,2.3330814683501027,8.833060673538702,19.657248452457317,2020-05-31
2.0977130429777726,3.935412108107901,2.398993891129729,8.884669469637581,19.788197421133837,2020-06-01
2.0805776091024075,4.001340556799662,2.466906293040158,8.942528460529315,19.92083869346925,2020-06-02
2.065795223049787,4.070345251555716,2.536516713561518,9.006752337157396,20.05511692332567,2020-06-03
2.0548457952213877,4.141970478046354,2.607503746601542,9.07743603622575,20.19097463542375,2020-06-04
2.0489613405606835,4.21571599666884,2.679528741388864,9.154653674869468,20.328352251162787,2020-06-05
2.0490209755567044,4.291041474178912,2.7522382539813584,9.238457559741356,20.467188117215112,2020-06-06
2.055454318979792,4.36737163552514,2.8252667294651035,9.32887727776845,20.60741853689182,2020-06-07
2.068181833971555,4.444102079402169,2.898239391261417,9.425918875469563,20.748977804272325,2020-06-08
2.0866180884037644,4.520605688317599,2.9707753105345716,9.529564133312313,20.891798241086025,2020-06-09
2.1097526647801095,4.596239552311024,3.0424906255627473,9.639769941129902,21.035810236329542,2020-06-10
2.136305984999392,4.670352315125885,3.1130018781569433,9.756467780116362,21.180942288599113,2020-06-11
2.1649380155095694,4.742291842839661,3.181929431839405,9.879563316378823,21.327121051112343,2020-06-12
2.1944718596411024,4.811413107894184,3.2489009345711324,10.008936110449698,21.47427137938997,2020-06-13
2.2240862114993525,4.877086176285021,3.3135547873861233,10.144439446555388,21.622316381562925,2020-06-14
2.2534332774312644,4.938704182472154,3.3755435793794337,10.285900284805253,21.77117747126612,2020-06-15
2.282652158963948,4.995691175423695,3.4345374491294085,10.433119338809899,21.9207744230754,2020-06-16
