"date","family","colleagues","friends","strangers","nrow","total"
2020-05-16,1.1349733805783273,1.539432076794519,1.13224941206645,4.525545004176917,574.5714285714286,8.332199873616213
2020-05-17,1.1828830398920023,1.5740712711982663,1.2120630766627232,4.749087646714215,554.2857142857143,8.718105034467206
2020-05-18,1.2554981037647348,1.6021314523259327,1.288213715390049,4.892657880161749,561.2857142857143,9.038501151642464
2020-05-19,1.3549743154066065,1.5081321719590937,1.2936918917051536,5.408273795259977,572.4285714285714,9.565072174330831
2020-05-20,1.4580584831472625,1.4354138216071557,1.3390492824060558,4.7608721892324155,568.7142857142857,8.99339377639289
2020-05-21,1.4856526533454624,1.4240213127964023,1.3915329264660894,4.867575111365125,587.7142857142857,9.168782003973078
2020-05-22,1.4985570072534882,1.4116331996564095,1.4467706886456246,4.825078504399204,584.8571428571429,9.182039399954727
2020-05-23,1.545590918851192,1.462553926199058,1.5251137842048954,4.9561259680877585,565.8571428571429,9.489384597342902
2020-05-24,1.5856373722151464,1.5104295982069915,1.5893577426578414,5.319620931290429,585.1428571428571,10.005045644370409
2020-05-25,1.5383469836670893,1.5469216558852958,1.5951318955567995,5.343147034342217,591.8571428571429,10.0235475694514
2020-05-26,1.482011235205025,1.6410300176989208,1.5946627226244687,4.867885425775346,591.5714285714286,9.58558940130376
2020-05-27,1.4257174199690066,1.7948668414142301,1.666408432904219,5.349620453483267,656.7142857142857,10.236613147770722
2020-05-28,1.4293545891223824,1.8215918171187977,1.7106725671293377,5.23484954511992,666.7142857142857,10.196468518490438
2020-05-29,1.5260825339020754,1.7528609894475728,1.782015598552455,5.402488887655305,811.8571428571429,10.463448009557409
2020-05-30,1.5931427245121839,1.746824909677019,1.826767961649088,5.222963292556708,856.7142857142857,10.389698888395
2020-05-31,1.5960280891843686,1.7427938235583613,1.8033059452635865,4.783284263050169,910.1428571428571,9.925412121056484
2020-06-01,1.6211230108739747,1.7403915610219687,1.8455106785973923,4.736701798061396,1005.5714285714286,9.94372704855473
2020-06-02,1.5980929832054147,1.7662536842198715,1.885926813736463,4.725536747821117,1056.4285714285713,9.975810228982867
2020-06-03,1.6586150331659286,1.6370261305274607,1.8543956967799335,4.544025819329848,1056.7142857142858,9.69406267980317
2020-06-04,1.6829760386803942,1.6465445957593257,1.8455130089104919,4.727280271617275,1142.142857142857,9.902313914967488
2020-06-05,1.612182428181564,1.8321315506230191,1.8260295613919053,5.008625218984204,1079.0,10.278968759180694
2020-06-06,1.5618116887870581,1.974869382890836,1.856765430148309,5.197534301393246,1065.142857142857,10.590980803219448
2020-06-07,1.5609176291114484,2.0451262813683355,1.869664577318328,5.105167292145299,1053.142857142857,10.58087577994341
2020-06-08,1.5620852978602022,2.127982688982997,1.9131526383472244,5.332923968359123,1025.0,10.936144593549544
2020-06-09,1.6072459897689804,2.1928707022728102,2.0222789963837675,5.59065062005527,997.0,11.413046308480828
2020-06-10,1.6038541798488415,2.3845069509512746,2.1762489541890675,5.917904402985731,949.1428571428571,12.082514487974915
2020-06-11,1.6650593290375075,2.3986288025108853,2.37128509859851,5.9729895469374155,844.4285714285714,12.40796277708432
2020-06-12,1.7069239592069168,2.3822555517763324,2.5071291823091224,5.997648149594659,761.8571428571429,12.59395684288703
2020-06-13,1.7637450502169474,2.3722219357168792,2.6195847068036975,5.916930642032737,747.2857142857143,12.672482334770262
2020-06-14,1.7946512415683091,2.436215440000357,2.69062236834575,6.10602600654162,692.0,13.027515056456036
2020-06-15,1.8355142965688478,2.504591155944001,2.706501105310918,6.2026506238931365,643.0,13.249257181716903
2020-06-16,1.8447216377194648,2.450222690615315,2.7247990434021503,6.434430801413009,606.5714285714286,13.454174173149939
2020-06-17,1.8660494475657114,2.558853840138493,2.8056157905028454,6.682921831003618,559.1428571428571,13.913440909210667
2020-06-18,1.806671461665616,2.6434028485583467,2.7772499701665674,6.427231020535799,492.0,13.654555300926331
2020-06-19,1.8167636032948662,2.7044910973658243,2.7532850079284055,6.884207224970692,535.0,14.158746933559787
2020-06-20,1.8382742186748353,2.6469547744017157,2.759680840872252,6.854628834527769,561.8571428571429,14.099538668476571
2020-06-21,1.9063590746023744,2.6589419891704815,2.9404138070649872,6.9283475276260145,568.0,14.434062398463857
2020-06-22,1.9692952964300676,2.614457527137874,3.063201357717541,6.697129630164402,545.7142857142857,14.344083811449881
2020-06-23,1.99744452239195,2.687304174562915,3.147377108498735,6.38365611920383,534.5714285714286,14.215781924657433
2020-06-24,2.0144691599623346,2.616785180448415,3.2001325927148936,6.397022064833018,578.5714285714286,14.228408997958661
2020-06-25,2.1016083344685534,2.613782913628971,3.3389939128267336,6.734160429375167,658.5714285714286,14.788545590299426
2020-06-26,2.1530462050602,2.568826126406488,3.354180462703911,6.4228721953162315,628.0,14.498924989486833
2020-06-27,2.1385874211161444,2.635472879812973,3.3335948371493416,6.689643699440913,614.0,14.797298837519373
2020-06-28,2.100119526100366,2.621276708664136,3.238263150577804,6.797330556209404,638.2857142857143,14.756989941551709
2020-06-29,2.0381078518839675,2.5784408469306364,3.1652131602049787,7.0427500476918885,629.1428571428571,14.82451190671147
2020-06-30,2.046127763388392,2.5593823335413712,3.107766458676419,7.1609512601961995,665.1428571428571,14.87422781580238
2020-07-01,2.0189852843551814,2.499204048744306,2.9887079638943317,6.9249885808380585,683.5714285714286,14.431885877831876
2020-07-02,1.9486787793578324,2.4687194708762457,2.840809784236036,7.052069112023446,700.0,14.31027714649356
2020-07-03,1.9177480956396924,2.4282956090238126,2.815821271007104,7.284484460902209,683.8571428571429,14.446349436572818
