"family","colleagues","friends","strangers","total","dates"
1.9687639648669313,4.035941080434326,1.712395670074,7.6140522394068775,7.801279213374647,2020-05-13
1.966844235378487,3.9780688079003226,1.7337892547627858,7.63736218233085,7.869807785939372,2020-05-14
1.9764946201521563,3.9179369242550917,1.75878517144688,7.6657509131767005,7.945232517143617,2020-05-15
1.9972340965664819,3.8566242618909268,1.7873927477631493,7.69927857706526,8.027485697295434,2020-05-16
2.027805177737812,3.7953441132335755,1.8196022173830275,7.737988429773837,8.116473885803044,2020-05-17
2.0662906030420105,3.7354181356422185,1.8553841418272916,7.7819068098086435,8.212078104944045,2020-05-18
2.1103088546814064,3.678244581357018,1.8946889695269817,7.831043253259562,8.31415419365819,2020-05-19
2.1572616077058804,3.625261704844675,1.937446741449632,7.885390749546099,8.42253332040001,2020-05-20
2.204596644165712,3.5779074437567377,1.9835669514529146,7.944926134135727,8.5370226526533,2020-05-21
2.250046734050459,3.537576679048169,2.032938568229757,8.00961061228605,8.657406179275362,2020-05-22
2.2918095714378723,3.5055775452129327,2.0854302242800764,8.079390405863538,8.783445680421387,2020-05-23
2.3286454442394655,3.483088375097736,2.1408905757976426,8.154197513357555,8.914881838415631,2020-05-24
2.359885633673936,3.471116918859577,2.1991488357112368,8.233950571373214,9.051435481601409,2020-05-25
2.385362087920648,3.470463468396345,2.2600154803837995,8.318555804184049,9.192808951933923,2020-05-26
2.4052837757930843,3.481689443728161,2.323283128671177,8.4079080463884,9.338687585892954,2020-05-27
2.4200939233852483,3.5050928549347073,2.388727590193176,8.501891822373334,9.488741297202667,2020-05-28
2.4303430972528592,3.5406918431273966,2.4561090777963828,8.600382465175812,9.64262624886644,2020-05-29
2.436605780931015,3.5882172298871344,2.5251735773131783,8.703247256469494,9.799986601168944,2020-05-30
2.439454618963503,3.647114672955577,2.5956543658687314,8.81034656881973,9.960456321577235,2020-05-31
2.439490274372824,3.7165566464388338,2.6672736681815907,8.921534991058488,10.123661041897716,2020-06-01
