"dates","family","colleagues","friends","strangers","total"
2020-05-13,0.9782831681043641,3.4879879406182286,2.013670170907526,6.796590626403623,5.699674091467637
2020-05-14,1.0979054675416626,1.6087955948615407,1.4401534355934125,4.07271148876657,2.7580527925770464
2020-05-15,1.6698015952579082,4.230838029592404,1.63794645956773,6.986145256308838,5.810787012354997
2020-05-16,2.6377600349883044,5.82276357496382,3.412328557785545,13.407628646631311,11.979102049622421
2020-05-17,3.400912375733032,4.4062115206915005,3.8396980164315053,8.362286346853045,9.277888323056436
2020-05-18,2.812129388621474,4.654206936352982,2.4314138529688285,5.220285289942632,7.323283490749753
2020-05-19,1.924881440281517,2.547369296885684,1.963819714073797,5.119088333752663,4.564879174976757
2020-05-20,2.5191049397103042,2.288118495585717,2.7447830304140575,8.387911621426815,7.159838787009993
2020-05-21,3.3536601713409384,6.767706599614311,3.388918751511198,15.422686752213854,13.111107620526514
2020-05-22,3.4517371427647907,6.855778278495377,3.0913424020068216,33.5459363512603,24.746032925435493
2020-05-23,2.699770820939493,5.080190008521459,2.163494610157748,9.90449817161135,8.413784560681155
2020-05-24,3.302871645320733,4.257700820047298,3.2350450930349095,15.687866841401194,12.122421733952704
2020-05-25,2.2844163182181165,5.056407521014984,2.260846620230649,5.050570968390339,6.015125820303436
2020-05-26,2.758651420649574,4.055149291236709,3.4439479089521448,9.444914640977881,7.8886865095689345
2020-05-27,2.9953789809006897,7.633306184071121,6.067256504044616,11.15496828323012,13.434469083824158
2020-05-28,2.3704509523532877,5.850838899609124,3.376728165362911,10.487304187105062,10.688758279492262
2020-05-29,1.9129029671873352,5.339013792125615,1.8846457226220086,12.188650437127412,9.006127669720392
2020-05-30,2.2823799924866917,4.490592117788604,1.8691026226288274,10.369046969566075,8.913393889606628
2020-05-31,2.8377961331112047,4.2505703530836465,3.249448167158484,8.472150654320824,8.219245377664855
2020-06-01,3.338747392182026,4.70061203234619,3.01011551680112,9.218440734748828,9.652627066649336
2020-06-02,3.10581761945177,5.101366848464589,4.216676443929081,5.845515934523332,9.178593329350003
2020-06-03,2.302390243508914,5.065346571394979,3.263760170019453,10.927099963905004,10.353636628098343
2020-06-04,2.139962258502972,4.509096326149447,4.283253879956443,21.648596698296437,16.1411627329902
2020-06-05,2.250874095498946,4.78813932078414,3.1201943076544083,6.026303928796634,7.6840881841644775
2020-06-06,3.1932763690752153,4.927417944640855,2.2311942597948624,8.646156914994789,8.622164348189505
2020-06-07,3.3865872482887793,4.904081131134411,3.8794829357444014,28.952741317010293,20.593513681294777
2020-06-08,2.8187525931182025,5.290833988979846,3.6788651770879137,9.286888857039733,10.198771141730747
2020-06-09,2.8358059918565424,6.822206839922793,4.19777943585646,10.627078872750529,11.67296685382731
2020-06-10,1.9699679037093947,8.469901045270392,3.1929166774342366,7.93422816336882,10.888469306529075
2020-06-11,1.9490186810100358,6.6470775219945875,3.7798557793670247,9.796581104736047,10.36177804760755
2020-06-12,2.66169417816714,7.318414768099115,3.5444531259213528,13.276580871360355,13.587182887958633
2020-06-13,3.139589486046228,6.427250961556437,5.718923739552088,14.350619308170742,14.27467315786786
2020-06-14,4.763963005608304,3.323421195729576,6.447623118970738,13.319621683995793,13.81936312877927
2020-06-15,4.186305733633857,7.7554292052027085,4.74958875633436,15.198017609421203,16.75210720339438
2020-06-16,2.985435187501986,6.136730234882538,5.527840041741439,10.44896255838799,12.615227176921815
2020-06-17,2.4980607711156018,5.735437312497362,4.2682864522693,9.292671309092785,11.344808084448598
2020-06-18,2.471870410815181,4.660895370595839,3.2546471583206986,16.05540934267967,12.193584846032122
2020-06-19,2.5826861562456473,4.1220136122635305,7.583925656578893,37.99700549230013,31.495614461704417
2020-06-20,4.423708286254778,10.610056810463735,5.3365487477720395,9.218724561494103,17.030539452900918
