"dates","family","colleagues","friends","strangers","total"
2020-05-16,1.014475380553834,1.578477129782858,1.1788929969784836,5.078536859972893,8.850382367288068
2020-05-17,1.083583449661903,1.7527390540447823,1.2550990731845602,5.167798199234232,9.259219776125477
2020-05-18,1.1586899983054568,1.7901027947217758,1.3245298575464974,5.458020312175793,9.731342962749524
2020-05-19,1.2378882490343197,1.516968683934604,1.2780429770800252,5.344959087685998,9.377858997734947
2020-05-20,1.3609266903192065,1.5034277225263442,1.371276257754064,5.244729643617691,9.480360314217306
2020-05-21,1.3850256221750357,1.51250694797902,1.4031777828583085,5.324948984452786,9.62565933746515
2020-05-22,1.4345558610998739,1.4633189191089355,1.4638578475671185,5.257225614617047,9.618958242392974
2020-05-23,1.465335310351301,1.5337134906093124,1.587751144518973,4.992869889919526,9.579669835399114
2020-05-24,1.4616328501271016,1.5087708461014506,1.6412269806035045,4.790050611013291,9.401681287845348
2020-05-25,1.4383335303992104,1.4993490773939675,1.6554106540728923,4.294812515775196,8.887905777641267
2020-05-26,1.4237693657502999,1.6139616681929991,1.6184736080680497,3.6476696586323394,8.303874300643688
2020-05-27,1.3448762581196512,1.8199417346381819,1.6383096044821193,4.6839956619018634,9.487123259141814
2020-05-28,1.3477027137442976,1.881275821693015,1.754446647201977,4.664553684998045,9.647978867637335
2020-05-29,1.4024870272693069,1.7911734230181138,1.8057955184137884,4.669204568397497,9.668660537098706
2020-05-30,1.4488346607350244,1.6515636291969247,1.7740396561459526,5.188134876551587,10.06257282262949
2020-05-31,1.468190010382605,1.5951878358289715,1.7421601236249378,5.491109228563715,10.296647198400231
2020-06-01,1.4573725041893764,1.5972121368788714,1.7128620228817504,6.00748294568062,10.774929609630618
2020-06-02,1.3946820527061197,1.6507773886454375,1.7851100504220643,6.0937317309089964,10.924301222682619
2020-06-03,1.422761009338116,1.442161581557134,1.792138108362824,4.963242428863627,9.620303128121702
2020-06-04,1.4064840004502697,1.468844668585049,1.7638292752510352,5.0010418398157475,9.640199784102098
2020-06-05,1.3694306249469073,1.665923334019952,1.7976821298482808,5.5200013570409245,10.353037445856064
2020-06-06,1.3136285939895966,1.8200936978176447,1.829354218973786,5.262459209747226,10.225535720528253
2020-06-07,1.3162178632578123,1.8909389819618787,1.846035358182094,5.020332710962042,10.073524914363826
2020-06-08,1.3192088725156332,1.9563868975213954,1.8775588243189638,4.780230294444585,9.933384888800576
2020-06-09,1.3299860771703889,1.9672139389606815,1.9407643262999763,4.824323389558088,10.062287731989132
2020-06-10,1.3561500919804441,2.204845453061114,2.1074148769982135,5.311052669361452,10.979463091401223
2020-06-11,1.475045286645173,2.266145111045855,2.3072223629146182,5.56952057463283,11.617933335238476
2020-06-12,1.4658013972891466,2.2581190012717243,2.4708923011557964,6.10963662612751,12.304449325844176
2020-06-13,1.558275568366873,2.2161739873841104,2.6842550075576974,6.456572001977,12.915276565285682
2020-06-14,1.592858962500829,2.3085179729865226,2.7725131913214986,6.66909449820736,13.342984625016213
2020-06-15,1.5919898072623238,2.4709126596601587,2.802710186176264,6.713763747741011,13.579376400839758
2020-06-16,1.6218488371213535,2.4800146687621685,2.8047081881742666,6.83392136789863,13.74049306195642
2020-06-17,1.573432441732781,2.5839246703808443,2.8533583923072854,6.531004154179452,13.541719658600362
2020-06-18,1.482503989320509,2.484076259561636,2.809635562475537,6.123254313911853,12.899470125269536
2020-06-19,1.5138810027180702,2.5953494042251917,2.70043226577224,5.150849150582033,11.960511823297535
2020-06-20,1.5162615206979313,2.6046282115335555,2.6342208514491676,5.1308058842333475,11.885916467914003
2020-06-21,1.5597267260128476,2.6199799118563543,2.8133740681746384,5.1673083990595625,12.160389105103404
2020-06-22,1.6758646365272227,2.5687320969272065,2.951251109123796,5.446294526184195,12.64214236876242
2020-06-23,1.6779209743499839,2.6151455375012307,2.995455080335067,5.764356026727447,13.052877618913728
2020-06-24,1.761408485913351,2.5518608804376655,3.0955608025499473,7.064838384332839,14.473668553233802
2020-06-25,1.7981889473333932,2.5932493012494153,3.154496915221315,7.375704014988771,14.921639178792892
2020-06-26,1.8748840089196712,2.4902313817528494,3.2609394922521275,7.918824002709887,15.544878885634535
