"family","colleagues","friends","strangers","total","dates"
2.4760149973218986,4.156453116592842,2.688930822768368,10.20021266798991,9.06924714669847,2020-05-13
2.490216508015454,4.119490230682187,2.692389928600867,10.270358879232147,9.182217309243423,2020-05-14
2.5048881975736275,4.424107968671956,2.7009734620980614,10.344822519735873,9.29831998516551,2020-05-15
2.5200207407465074,4.79607030419969,2.7143102810175987,10.423617244506072,9.417454674027992,2020-05-16
2.535604011816482,4.887205811596163,2.7319611620571536,10.506746526155284,9.539514558793336,2020-05-17
2.551627092910401,4.659892877043341,2.753449473887841,10.594203294974825,9.664386638564713,2020-05-18
2.5680782840976857,4.437775043812148,2.778294636864982,10.68596960367417,9.79195187805252,2020-05-19
2.5849451152668865,4.5460536042320445,2.806046366376137,10.782016319042603,9.92208537357774,2020-05-20
2.602214359767995,4.938926641791772,2.8363175207255003,10.882302842748185,10.054656535369427,2020-05-21
2.6198720498026917,5.279629176579097,2.8688133348600466,10.986776863437308,10.189529285859091,2020-05-22
2.6379034935395795,5.356622219357672,2.9033549301080512,11.095374142233052,10.326562273620523,2020-05-23
2.6562932939263755,5.268138444368198,2.939895249344358,11.20801833365218,10.4656091025501,2020-05-24
2.675025369165987,5.223171950460178,2.978525967681111,11.324620843869026,10.60651857582945,2020-05-25
2.694082974818446,5.297121575337739,3.0194744511270306,11.445080728149097,10.74913495416056,2020-05-26
2.7134487274858023,5.384894250058016,3.06309044989791,11.56928462915714,10.89329822771261,2020-05-27
2.7331046300323236,5.353468139961712,3.1098228811245834,11.697106757712344,11.038844401170087,2020-05-28
2.7530320982877114,5.213507329588952,3.1601877336209654,11.828408917419209,11.185605791224273,2020-05-29
2.7732119891765676,5.088268266401066,3.214728768251845,11.963040574445372,11.333411335803786,2020-05-30
2.7936246302129923,5.0448473882330145,3.2739732448100223,12.100838973548559,11.48208691429571,2020-05-31
2.814249850295088,5.034113238777908,3.338385337594258,12.241629301274207,11.631455677967146,2020-06-01
2.8350670117301524,4.981444057097648,3.408320171695634,12.385224897053716,11.781338389757162,2020-06-02
2.8560550434176033,4.88642141349208,3.4839814950790524,12.531427512731488,11.931553772571874,2020-06-03
2.8771924751131723,4.82925456101269,3.5653858849732702,12.680027620837976,12.081918865181358,2020-06-04
2.8984574726945724,4.891890996871679,3.652336071694378,12.83080477170627,12.232249384785186,2020-06-05
2.9198278743458492,5.088006800310611,3.7444054638220603,12.983527999303064,12.382360095284787,2020-06-06
2.941281227574797,5.378051800950416,3.8409353041381364,13.1379562754114,12.532065180275449,2020-06-07
2.962794826975319,5.710875693565941,3.9410451162752627,13.293839011564323,12.681178619748595,2020-06-08
