"dates","family","colleagues","friends","strangers","total"
2020-05-13,0.8344827586206897,2.2620689655172415,1.3655172413793104,2.5172413793103448,6.979310344827586
2020-05-14,1.2307692307692308,2.2403846153846154,1.2884615384615385,4.9326923076923075,9.692307692307692
2020-05-15,1.2589285714285714,1.8928571428571428,1.2589285714285714,2.9107142857142856,7.321428571428571
2020-05-16,0.972972972972973,1.954954954954955,0.9099099099099099,3.7027027027027026,7.54054054054054
2020-05-17,1.8120300751879699,0.8796992481203008,1.3082706766917294,2.691729323308271,6.69172932330827
2020-05-18,1.6428571428571428,1.5476190476190477,1.2678571428571428,2.982142857142857,7.440476190476191
2020-05-19,0.9733333333333334,1.3333333333333333,0.9266666666666666,5.6466666666666665,8.88
2020-05-20,1.088235294117647,2.0,1.7156862745098038,3.7058823529411766,8.509803921568627
2020-05-21,1.4421052631578948,1.8736842105263158,1.8842105263157896,3.6210526315789475,8.821052631578947
2020-05-22,1.6363636363636365,0.986013986013986,1.2307692307692308,6.748251748251748,10.601398601398602
2020-05-23,1.925,1.4833333333333334,1.0416666666666667,1.925,6.375
2020-05-24,1.7425149700598803,0.8263473053892215,1.9281437125748504,3.874251497005988,8.37125748502994
2020-05-25,1.8758169934640523,1.5490196078431373,2.0,3.8562091503267975,9.281045751633988
2020-05-26,1.8225806451612903,1.4838709677419355,0.967741935483871,1.7741935483870968,6.048387096774194
2020-05-27,1.1742424242424243,1.6515151515151516,1.9924242424242424,4.5606060606060606,9.378787878787879
2020-05-28,1.0,1.4049586776859504,1.2396694214876034,2.206611570247934,5.851239669421488
2020-05-29,1.2,2.092857142857143,1.1357142857142857,2.335714285714286,6.764285714285714
2020-05-30,1.9683794466403162,2.0118577075098814,2.4624505928853755,3.691699604743083,10.134387351778656
2020-05-31,1.896341463414634,0.7439024390243902,1.853658536585366,3.024390243902439,7.5182926829268295
2020-06-01,2.3643031784841075,0.7921760391198044,2.251833740831296,3.4205378973105134,8.82885085574572
2020-06-02,1.8166666666666667,1.711111111111111,1.8666666666666667,3.188888888888889,8.583333333333334
2020-06-03,1.5570175438596492,2.1271929824561404,2.1184210526315788,2.8157894736842106,8.618421052631579
2020-06-04,1.3274021352313168,1.9572953736654803,1.7615658362989324,3.395017793594306,8.441281138790035
2020-06-05,1.2612612612612613,2.175675675675676,1.6441441441441442,3.9144144144144146,8.995495495495495
2020-06-06,1.9649122807017543,1.1140350877192982,1.75,7.302631578947368,12.131578947368421
2020-06-07,2.2666666666666666,1.0272727272727273,1.996969696969697,3.2515151515151515,8.542424242424243
2020-06-08,1.7132867132867133,2.730769230769231,1.832167832167832,9.503496503496503,15.77972027972028
2020-06-09,1.4545454545454546,2.9272727272727272,1.6363636363636365,10.333333333333334,16.35151515151515
2020-06-10,1.5546218487394958,2.596638655462185,2.197478991596639,3.1596638655462184,9.508403361344538
2020-06-11,1.5316455696202531,2.919831223628692,2.8860759493670884,5.286919831223629,12.624472573839663
2020-06-12,1.4747474747474747,3.095959595959596,3.3282828282828283,5.909090909090909,13.808080808080808
2020-06-13,1.903225806451613,2.503225806451613,2.232258064516129,4.967741935483871,11.606451612903227
2020-06-14,2.2375,0.91875,2.91875,3.05625,9.13125
2020-06-15,2.4838709677419355,2.096774193548387,2.7419354838709675,3.6193548387096772,10.941935483870967
2020-06-16,1.8280254777070064,3.1464968152866244,2.3694267515923566,4.598726114649682,11.94267515923567
2020-06-17,1.736842105263158,3.691729323308271,2.7293233082706765,5.330827067669173,13.488721804511279
2020-06-18,2.448051948051948,3.7987012987012987,2.5844155844155843,13.792207792207792,22.623376623376622
2020-06-19,1.795774647887324,2.1690140845070425,2.9859154929577465,11.901408450704226,18.85211267605634
2020-06-20,1.8571428571428572,2.8095238095238093,3.369047619047619,18.107142857142858,26.142857142857142
2020-06-21,2.764705882352941,1.0294117647058822,4.411764705882353,5.735294117647059,13.941176470588236
2020-06-22,2.360576923076923,1.5192307692307692,2.4759615384615383,12.4375,18.79326923076923
2020-06-23,2.133663366336634,2.4504950495049505,2.396039603960396,3.212871287128713,10.193069306930694
2020-06-24,2.3453237410071943,3.3597122302158273,3.79136690647482,4.906474820143885,14.402877697841726
2020-06-25,1.9914529914529915,2.4188034188034186,3.675213675213675,3.7948717948717947,11.88034188034188
2020-06-26,2.0096153846153846,2.5576923076923075,3.5096153846153846,4.9326923076923075,13.009615384615385
2020-06-27,2.4415584415584415,2.707792207792208,3.75974025974026,6.896103896103896,15.805194805194805
2020-06-28,2.76878612716763,2.040462427745665,3.9653179190751446,6.208092485549133,14.982658959537572
2020-06-29,2.9476439790575917,2.3403141361256545,2.7277486910994764,3.869109947643979,11.884816753926701
2020-06-30,1.993939393939394,3.1818181818181817,2.8727272727272726,7.733333333333333,15.781818181818181
2020-07-01,2.2071005917159763,2.3491124260355027,4.414201183431953,5.390532544378698,14.36094674556213
2020-07-02,1.320754716981132,2.3679245283018866,2.292452830188679,4.716981132075472,10.69811320754717
2020-07-03,2.1704545454545454,2.6818181818181817,2.778409090909091,4.295454545454546,11.926136363636363
2020-07-04,2.047872340425532,2.6382978723404253,3.4680851063829787,3.5372340425531914,11.691489361702128
2020-07-05,1.9691629955947136,1.6167400881057268,2.6740088105726874,5.841409691629956,12.101321585903083
2020-07-06,2.5454545454545454,2.0303030303030303,2.278787878787879,11.460606060606061,18.315151515151516
2020-07-07,1.8625,1.825,3.075,7.85,14.6125
2020-07-08,1.9035087719298245,1.8771929824561404,3.3333333333333335,12.359649122807017,19.473684210526315
2020-07-09,2.075187969924812,2.330827067669173,3.075187969924812,5.992481203007519,13.473684210526315
2020-07-10,2.3284671532846715,1.6496350364963503,2.1824817518248176,7.934306569343065,14.094890510948906
2020-07-11,1.7244094488188977,2.4488188976377954,2.952755905511811,4.0236220472440944,11.149606299212598
2020-07-12,2.919753086419753,1.2901234567901234,2.8950617283950617,7.209876543209877,14.314814814814815
2020-07-13,2.0823529411764707,1.311764705882353,2.2,7.864705882352941,13.458823529411765
2020-07-14,1.8693693693693694,1.5810810810810811,2.6126126126126126,7.752252252252252,13.815315315315315
2020-07-15,2.0236220472440944,1.4173228346456692,2.2598425196850394,4.2047244094488185,9.905511811023622
2020-07-16,1.8548387096774193,1.3306451612903225,1.8064516129032258,8.766129032258064,13.758064516129032
2020-07-17,2.467741935483871,1.8225806451612903,2.360215053763441,9.258064516129032,15.908602150537634
2020-07-18,1.9617834394904459,1.3184713375796178,2.7961783439490446,9.560509554140127,15.636942675159236
2020-07-19,2.229813664596273,0.9192546583850931,3.4472049689440993,7.366459627329193,13.962732919254659
2020-07-20,2.167883211678832,0.7445255474452555,1.9854014598540146,9.781021897810218,14.678832116788321
2020-07-21,2.261437908496732,1.7973856209150327,2.5294117647058822,7.5816993464052285,14.169934640522875
2020-07-22,2.2994350282485874,1.192090395480226,2.1920903954802258,13.841807909604519,19.52542372881356
2020-07-23,2.3407407407407406,1.548148148148148,3.0,6.985185185185185,13.874074074074073
