family,colleagues,friends,strangers,date,total
2.158087010702775,4.432059448398977,2.601655482016426,7.837625664088062,2020-10-23,11.678579581416582
2.115144586898543,4.438848134150767,2.581738729917904,7.711902953793799,2020-10-24,11.639548268355925
2.0752417571946644,4.4468904181906,2.5621705996585886,7.586943753719515,2020-10-25,11.601814426999377
2.039699797845687,4.455899443169721,2.5430471125942713,7.464180432773424,2020-10-26,11.56538220962752
2.009525517538101,4.465573449225053,2.5244613779423855,7.345028318465867,2020-10-27,11.530244954351787
1.9853937288715504,4.475604666880774,2.5065018537253283,7.230862619414542,2020-10-28,11.496384746665518
1.9676529101846418,4.485688209374632,2.4892506612368877,7.122996023003049,2020-10-29,11.463772061707907
1.9563483219335844,4.495530655010337,2.4727819825705692,7.022657354274518,2020-10-30,11.432365492331835
1.9512561758447822,4.504858022005806,2.4571605693440963,6.930971658284619,2020-10-31,11.402111567436519
1.9519229591135168,4.513422860468187,2.4424403888483894,6.848942038037425,2020-11-01,11.372944664351186
1.9577054391526119,4.521010217768905,2.428663431480566,6.777433544536849,2020-11-02,11.344787018343093
1.96780881858797,4.527442273618126,2.415858700532029,6.71715937518158,2020-11-03,11.317548831556367
1.9813225123596188,4.532581488134181,2.4040414022422114,6.668669592602599,2020-11-04,11.291128482908503
1.9972546419386794,4.536332158558416,2.393212350566007,6.632342528995671,2020-11-05,11.265412839654841
2.014567257115294,4.5386403361776875,2.3833575973840153,6.608378991936146,2020-11-06,11.240277670487869
2.0322143410908295,4.539492112601206,2.3744482950028627,6.59679933759683,2020-11-07,11.21558815921188
2.0491838574588463,4.538910341840696,2.3664407937975245,6.597443427043715,2020-11-08,11.191199517161285
2.0645436623487754,4.536949919754962,2.3592769738258434,6.609973431850613,2020-11-09,11.166957691704445
2.077489365563072,4.533691793503738,2.352884805270761,6.633879407461241,2020-11-10,11.142700167319385
2.0873905747523644,4.529235919030353,2.347179128702978,6.6684875073251915,2020-11-11,11.118256854927631
2.0938307715816986,4.523693422745736,2.3420626424846205,6.7129706686279045,2020-11-12,11.093451064359224
2.0966356328290177,4.517178253295391,2.33742708121576,6.7663615620044535,2020-11-13,11.06810055407891
2.095885064235012,4.509798629547994,2.3331545660172845,6.827567563613126,2020-11-14,11.042018651567032
2.0919055368749593,4.501648601108558,2.3291191047085795,6.895387478757572,2020-11-15,11.015015437083626
2.0852413241157617,4.492800037369382,2.325188217613403,6.96852972233156,2020-11-16,10.986898982912827
2.0766056313637407,4.483295350361616,2.321224662855308,7.045631642917458,2020-11-17,10.957476639623765
2.066815027823311,4.473141235776788,2.317088233618037,7.1252796646599075,2020-11-18,10.92655636038696
2.056712669528643,4.462303686118755,2.312637598957241,7.206029914073872,2020-11-19,10.89394805394308
2.04708725084189,4.450704490962665,2.3077321593683,7.286428997730992,2020-11-20,10.85946495647073
2.0385952533637255,4.4382193929258404,2.302233888456627,7.365034601198033,2020-11-21,10.822925012315462
2.0316938275035636,4.424678015635308,2.2960091326784036,7.440435589433723,2020-11-22,10.78415225333688
2.0265906264252402,4.409865623312132,2.2889303422425216,7.511271303830282,2020-11-23,10.742978166514812
2.0232153054040736,4.393526712347852,2.280877707820202,7.576249770794515,2020-11-24,10.699243039416686
2.021215456194019,4.37537037525617,2.2717406796915722,7.634164560806122,2020-11-25,10.652797273178864
2.019977731875863,4.355077318514229,2.261419348304518,7.683910064729716,2020-11-26,10.603502652781993
2.0186730603445358,4.332308359913027,2.2498256678856374,7.724494985225958,2020-11-27,10.551233564632394
2.016323294403215,4.3067141798770345,2.236884507676767,7.755053874858742,2020-11-28,10.4958781517409
2.011885456918455,4.2779460564209675,2.2225345184968948,7.774856588210269,2020-11-29,10.437339397192863
2.0043488706704355,4.2456672764393195,2.2067288056061636,7.7833155524341535,2020-11-30,10.375536127047834
1.9928398065583135,4.209564888087151,2.189435402192029,7.779990798461591,2020-12-01,10.310403924346298
1.976727707786906,4.169361441063525,2.170637541158858,7.764592732892776,2020-12-02,10.241895946506391
1.9557264446458378,4.124826354309656,2.150333726210865,7.736982667832065,2020-12-03,10.169983639057396
1.9299833917451699,4.075786554307926,2.1285376064093366,7.697171161859678,2020-12-04,10.09465733938922
1.9001484718940178,4.022136041819659,2.105277661421122,7.64531425948162,2020-12-05,10.015926764982316
1.8674148694162085,3.9638440701944733,2.080596707470484,7.581707748112324,2020-12-06,9.933821381405584
1.8335231667333856,3.900961653634716,2.054551236563626,7.506779580524933,2020-12-07,9.848390646249138
1.8007215308619984,3.833626168042383,2.0272106037731943,7.42108063620948,2020-12-08,9.75970412606098
1.7716765680941053,3.7620638590169024,1.9986560792832584,7.325274016952826,2020-12-09,9.667851484281746
1.749332753804149,3.6865901297225467,1.968979783420498,7.220123089813107,2020-12-10,9.5729423391354
1.7367229094058774,3.6076075439290802,1.9382835240595122,7.106478504336323,2020-12-11,9.475105991376795
1.7367377651577902,3.5256015447186653,1.9066775565580896,6.98526442022383,2020-12-12,9.374491022774508
1.7518686733068227,3.4411339551359,1.8742792867636078,6.857464186613462,2020-12-13,9.271264767156078
1.7839432494250689,3.3548343914461367,1.8412119376282827,6.7241057147767584,2020-12-14,9.165612656789811
1.8338782122634085,3.26738978066808,1.807603199621298,6.586246782419183,2020-12-15,9.057737447806725
1.90147605534017,3.1795322298039235,1.7735838844079435,6.444960500123562,2020-12-16,8.94785832925036
1.985291668584752,3.0920255429366934,1.739286600261667,6.30132115905236,2020-12-17,8.836209921216064
2.082591205693638,3.005650722630801,1.7048444663629378,6.156390664142836,2020-12-18,8.72304116835155
2.1894183739813893,2.921190822570384,1.6703898816091933,6.011205739099938,2020-12-19,8.608614135759048
2.3007734228486907,2.839415538176607,1.6360533618014192,5.866766068937713,2020-12-20,8.493202715059379
2.410898421797244,2.7610659304408665,1.6019624571879598,5.724023523115927,2020-12-21,8.377091249030684
2.5136503230155416,2.6868396751502486,1.5682407603221704,5.583872577983231,2020-12-22,8.260573083820033
2.6029323655587437,2.6173772151807917,1.5350070121070465,5.447142031798764,2020-12-23,8.143949058249431
2.673146131133585,2.5532491680611638,1.5023743118117086,5.314588079557292,2020-12-24,8.027525940183194
2.7196222616291643,2.4949453054257713,1.470449434749904,5.186888788770377,2020-12-25,7.911614820289351
2.738988265145203,2.4428653763669743,1.4393322593018172,5.064639991700311,2020-12-26,7.796529473823768
2.729437112678258,2.3973119945749772,1.4091153030407648,4.948352584840278,2020-12-27,7.682584701265316
2.690869934210354,2.3584857510875503,1.3798833659445702,4.838451203084221,2020-12-28,7.570094658769088
2.6248989264715115,2.326482652368486,1.3517132770452638,4.735274214456157,2020-12-29,7.4593711894381665
2.534711005609983,2.3012939192067012,1.3246737394511616,4.639074961787488,2020-12-30,7.350722166384175
2.424806982468568,2.282808117569097,1.2988252674271221,4.550024160649332,2020-12-31,7.244449858425246
2.300643360124227,2.2708155300388024,1.2742202082276912,4.468213348357116,2021-01-01,7.140849329066861
2.1682128032790358,2.265014617715402,1.2509028405847986,4.393659267127859,2021-01-02,7.040206879147602
2.0336039495026133,2.2650203691567308,1.2289095411929276,4.326309055570784,2021-01-03,6.942798543162893
1.9025811700249005,2.270374286676141,1.208269010210182,4.266046116631751,2021-01-04,6.848888648874825
1.7802204102403345,2.2805557223182826,1.1890025466696372,4.2126965268421035,2021-01-05,6.758728449317568
1.6706291590358346,2.2949942471251306,1.1711243647923533,4.166035851154589,2021-01-06,6.67255483575547
1.576768117410103,2.313082718541019,1.1546419424529328,4.125796229577639,2021-01-07,6.590589139548299
1.500380666657997,2.3341907022992032,1.1395563935012492,4.091673606060572,2021-01-08,6.513036030207991
1.4420251762428533,2.3576779068751925,1.125862856219698,4.063334976400742,2021-01-09,6.440082516222654
1.401195755808371,2.3829073002589105,1.1135508908970746,4.040425539985488,2021-01-10,6.37189705448075
1.3765101351887834,2.4092575996752235,1.1026048802966946,4.022575649754102,2021-01-11,6.308628773330205
1.3659394417079338,2.4361348540723773,1.0930044276464208,4.009407465438713,2021-01-12,6.250406813507793
1.367053814457854,2.462982875478711,1.0847247476906843,4.000541226691104,2021-01-13,6.197339790323639
1.3772597612416317,2.489292317313195,1.0777370472318688,3.9956010747711552,2021-01-14,6.149515379644796
1.3940093533424687,2.5146082439057054,1.0720088925048963,3.994220363754873,2021-01-15,6.107000029361701
1.4149670197432789,2.5385360842048073,1.0675045615796424,3.9960464145127763,2021-01-16,6.069838797147161
1.4381260380540577,2.560745912266393,1.064185380789182,4.000744676662193,2021-01-17,6.038055314475818
