"family","colleagues","friends","strangers","total","dates"
1.3128402300533748,1.595291532400684,1.4049754248832171,4.8046141790141315,9.192242757668497,2020-05-13
1.3058615619812155,1.5871087239728214,1.4297884199908175,4.836600082204412,9.275750166159806,2020-05-14
1.3051023271448063,1.5805711022281834,1.4546785673763891,4.870146635881011,9.361548133212294,2020-05-15
1.3105109417279228,1.575808937434266,1.479637136818432,4.905251860555662,9.449571995320904,2020-05-16
1.3217495846851783,1.5729444071110592,1.5046553706466328,4.9419102833888475,9.539752988920096,2020-05-17
1.3382264657785359,1.5720908945537173,1.5297244888927102,4.980112845317509,9.63201832427896,2020-05-18
1.3591480055969478,1.5733524204914313,1.5548356944415633,5.019846817133478,9.726291269311933,2020-05-19
1.383584420279531,1.5768231755019986,1.5799801781778646,5.061095725104884,9.82249124322986,2020-05-20
1.4105406471788973,1.5825871113320127,1.6051491241233182,5.103839286709054,9.92053391992645,2020-05-21
1.4390242216835492,1.5907175419097068,1.630333714559825,5.1480533570182105,10.020331340965088,2020-05-22
1.4681026868534257,1.6012767002205566,1.655525135133776,5.1937098862487305,10.121792038001052,2020-05-23
1.4969452205791822,1.614315195881825,1.6807145799367662,5.240776888950522,10.224821164444185,2020-05-24
1.5248460260323726,1.6298713205953108,1.705893256558082,5.289218425275961,10.3293206361374,2020-05-25
1.551230137075993,1.647970154893111,1.7310523911042266,5.338994594727134,10.43518928079725,2020-05-26
1.5756450865857676,1.6686224397283016,1.7561832331810139,5.390061542736634,10.54232299593339,2020-05-27
1.5977438841988463,1.6918231902857386,1.7812770608336284,5.442371480390673,10.650614914935918,2020-05-28
1.6172656232062874,1.7175500464520244,1.8063251854401727,5.495872717554012,10.759955580991502,2020-05-29
1.634019677141318,1.7457613740194047,1.8313189565543015,5.550509709604464,10.870233128462212,2020-05-30
1.6478779825526424,1.7763941520350417,1.8562497666926605,5.60622311793059,10.981333471335242,2020-05-31
1.6587776629337208,1.8093617037063705,1.8811090560628159,5.662949884290051,11.093140498326017,2020-06-01
1.6667336835372564,1.8445513497759656,1.905888317227452,5.720623319068021,11.20553627419374,2020-06-02
1.6718588226438489,1.8818220830626056,1.9305790997009304,5.779173203415391,11.318401246805092,2020-06-03
1.6743864226691396,1.9210023797075155,1.955173014474018,5.83852590518568,11.431614459460523,2020-06-04
1.6746904269994256,1.9618882754140845,1.9796617384630142,5.898604508527526,11.545053767977187,2020-06-05
1.6732972209703556,2.004241842612583,2.0040370188794854,5.959328956927157,11.658596062003989,2020-06-06
1.6708847068780048,2.0477902062089157,2.0282906775168486,6.020616209432185,11.77211749002675,2020-06-07
1.668265642362887,2.0922252308387477,2.0524146149503557,6.082380409725106,11.885493687506232,2020-06-08
1.6663542674749467,2.137204001100764,2.07640081464692,6.144533067652253,11.998600007577663,2020-06-09
1.6661173319475897,2.1823501981747024,2.100241346981624,6.206983252751792,12.11131175372817,2020-06-10
1.6685125454206082,2.2272564519759728,2.123928373157451,6.2696377992634735,12.223504413858697,2020-06-11
1.6744190197163564,2.271487718331295,2.1474541490254695,6.332401522043018,12.335053895127892,2020-06-12
1.684565348080953,2.314585696661311,2.170811028802388,6.395177442746137,12.44583675896945,2020-06-13
1.6994615362590393,2.356074266672076,2.193991468682662,6.457867025591147,12.555730455669764,2020-06-14
