"dates","total","strangers"
2020-05-13,5.267564061069056,6.571986534994244
2020-05-14,6.323124788777922,10.011326648877116
2020-05-15,6.315545401163268,7.826025907961916
2020-05-16,20.20546582216702,27.321479509811752
2020-05-17,7.735667841362738,11.013281348828674
2020-05-18,7.999767969651131,10.22335082955215
2020-05-19,13.789016139778491,20.986421761917338
2020-05-20,8.193786913262947,9.777409547066082
2020-05-21,7.5525880849345555,10.16374402735286
2020-05-22,7.555604142862536,9.735947452140445
2020-05-23,5.923949585425238,5.557701756034468
2020-05-24,10.084024201820315,13.695730220749352
2020-05-25,6.72673807824603,7.764895171341174
2020-05-26,9.886218442612574,9.890295999925279
2020-05-27,22.03518921754598,30.30941770164453
2020-05-28,22.978662339956152,31.961603749321977
2020-05-29,10.643416496537174,9.207473770239439
2020-05-30,9.154854670601615,8.215896447653352
2020-05-31,12.217775602800376,15.446109155371367
2020-06-01,12.921994555650851,15.735785841124304
2020-06-02,9.368029823387761,8.812012133331917
2020-06-03,9.00208383121046,7.583721184429874
2020-06-04,8.390291818417326,6.469954015861014
2020-06-05,10.075545462524126,11.986274099978091
2020-06-06,7.023796956331452,5.0514834794748165
2020-06-07,12.507755634981446,15.363598704297184
2020-06-08,8.642819830447944,8.637172916944301
2020-06-09,12.33278392880127,8.543410522640514
2020-06-10,7.17721436501537,4.272802957970433
2020-06-11,20.44863324920822,27.20729446231171
2020-06-12,14.778045388350225,13.931682884603184
2020-06-13,25.204618121516084,27.366605533659055
2020-06-14,9.972591312921447,8.033389257164062
2020-06-15,9.150344079579739,6.280874192536033
2020-06-16,15.719328553716098,12.638525794999875
2020-06-17,13.302907398408452,13.175048070977738
2020-06-18,13.426980502468247,13.106998205285278
2020-06-19,12.725972978388626,12.977009765145727
2020-06-20,21.45359391928775,23.69019612168625
2020-06-21,9.82533694720972,7.284652550890303
2020-06-22,20.585398899342685,25.751542300715993
2020-06-23,14.450315391808237,12.939516526336353
2020-06-24,10.012146039454084,4.858710442391425
2020-06-25,12.45393026203675,13.110391390603672
2020-06-26,12.449882369254835,10.41770838187798
2020-06-27,11.265732492191317,8.182420130238727
2020-06-28,15.372557057406658,12.56325354067433
2020-06-29,10.033240214604486,12.972081284567956
2020-06-30,14.808496813477333,14.30946012440164
2020-07-01,16.56637159158647,13.693116117689302
2020-07-02,12.157828646471952,8.555716388801857
2020-07-03,10.331328161932372,9.271202459207894
2020-07-04,17.491112050521178,19.116009645061975
2020-07-05,13.022470428575284,13.22033884259464
2020-07-06,10.141850276387359,11.380138111986332
2020-07-07,13.328595285341363,16.86216570136511
2020-07-08,8.81837138800354,9.096236576690972
2020-07-09,21.510442094291168,25.423669870873418
2020-07-10,9.922049397432206,10.357281416119731
2020-07-11,32.67618726348207,42.18946061376942
2020-07-12,10.69400709319137,11.251923401236322
2020-07-13,16.70085338744908,18.78933268568898
2020-07-14,12.465211797465058,12.29302231385713
2020-07-15,8.263236594040508,6.1560804572233305
2020-07-16,16.11898970418031,14.024332579324897
2020-07-17,17.348916296657837,20.649150925454915
2020-07-18,13.178477130242987,15.256060100590286
2020-07-19,10.124912017813807,9.404597610192315
2020-07-20,11.695948361863552,10.565639739465777
2020-07-21,8.42085145723738,10.655055720086281
2020-07-22,34.355331634624875,41.615764136512496
2020-07-23,16.509944501192745,18.785237140368118
2020-07-24,11.419354449334438,11.281917691060006
2020-07-25,12.225571535503038,14.823851166023358
2020-07-26,12.690276962607268,13.478162170431913
2020-07-27,10.49916452387892,9.98422178656899
2020-07-28,11.662718318792495,11.486842347333756
2020-07-29,13.372093739449944,13.830141884138168
2020-07-30,24.924454502683925,31.642558536077026
2020-07-31,19.253093547540306,23.018506850648098
2020-08-01,10.667059284622425,11.668495458738297
2020-08-02,11.755130530804005,10.961703784785724
2020-08-03,11.063215279921717,10.940611142608352
2020-08-04,15.899580079749256,17.58929613454967
2020-08-05,19.508610730103854,22.031970298712995
2020-08-06,20.34267311236128,22.392376034716698
2020-08-07,9.542689434172871,10.181318705787863
2020-08-08,7.89120021033775,7.762623141625821
2020-08-09,14.042243298982937,14.598236195390673
2020-08-10,24.096351521199733,30.879838847925672
2020-08-11,19.011120731194595,20.599226248248765
2020-08-12,16.63772146388008,19.78208964285532
2020-08-13,10.6981656946321,10.487579207067068
2020-08-14,9.336175907519674,8.625289764693871
2020-08-15,10.366219642438233,9.108391214144126
2020-08-16,14.645892790239941,11.3549596108955
2020-08-17,16.03973988779339,16.711623279628224
2020-08-18,11.163930645757647,10.771214394024485
2020-08-19,8.126709839934449,7.186899796018523
2020-08-20,12.34981433685027,9.443219933845661
2020-08-21,10.003384488217229,8.247240740807909
2020-08-22,9.772058063673121,6.044696755394979
2020-08-23,8.554243092594358,7.1392167829916175
2020-08-24,16.838274948600613,8.912511988992346
