"family","colleagues","friends","strangers","total","dates"
1.338319914610703,1.7457217374456953,1.21614588721147,3.7126427347288184,7.709702973197674,2020-05-13
1.3334196890628363,1.7149371876320536,1.2290201603104407,3.727403516175168,7.7798221896893125,2020-05-14
1.336210279843754,1.6847625989766126,1.2448462605610346,3.745395008773625,7.856991998403357,2020-05-15
1.3465377249854964,1.6557391609314949,1.2636573178622599,3.7666526357880192,7.941140490675251,2020-05-16
1.363770375507702,1.628425846207486,1.2854699654862503,3.7912004464569002,8.032169226464495,2020-05-17
1.3868605680933828,1.6033880298036483,1.3102835845708412,3.8190510825601924,8.129953454796157,2020-05-18
1.4144513078798513,1.5811852729652345,1.3380796708653584,3.8502058427150914,8.23434250135316,2020-05-19
1.4450129464891979,1.5623585890332172,1.3688213354477488,3.8846548436949813,8.345160322079613,2020-05-20
1.4769899097090502,1.547417541410045,1.4024529501110434,3.922377276700466,8.462206220138773,2020-05-21
1.5089362147664687,1.5368275455977674,1.4388999469137418,3.963341755136473,8.585255722053319,2020-05-22
1.5396212525948145,1.5309977559804921,1.478068780010524,4.007506749085346,8.714061607358051,2020-05-23
1.5680936410544184,1.5302699127454185,1.5198470563379223,4.0548211003358245,8.84835508463414,2020-05-24
1.5936995830182508,1.5349085046710933,1.5641038400385583,4.105224610554437,8.987847105385889,2020-05-25
1.6160612121931743,1.5450925696980484,1.610690133684738,4.158648693992287,9.13222980588473,2020-05-26
1.635027854498361,1.5609094081307062,1.659439537427248,4.2150170850288555,9.28117806585565,2020-05-27
1.6506172922676217,1.5823504245389757,1.7101690851711866,4.27424658988682,9.434351171736195,2020-05-28
1.6629640804920205,1.6093092460701115,1.762680254792053,4.3362478710285295,9.591394571211433,2020-05-29
1.6722878289126826,1.6415821896020506,1.8167601472792947,4.400926252083973,9.751941704833962,2020-05-30
1.6788872310436556,1.6788710710341401,1.8721828275595578,4.468182530678758,9.915615899788717,2020-05-31
1.6831573207253185,1.720788270358708,1.928710817637672,4.537913786242299,10.08203231026845,2020-06-01
1.6856200671132515,1.7668638894424427,1.9860967306306387,4.61001416979271,10.250799888495726,2020-06-02
1.6869538176670267,1.8165547690722792,2.0440850322893613,4.6843756628234825,10.421523370169385,2020-06-03
1.6880063830778018,1.869255070961751,2.102413914735371,4.7608887927627865,10.593805258030265,2020-06-04
1.689779856550551,1.924308081851061,2.1608172654152393,4.839443293039892,10.767247787337421,2020-06-05
1.6933817003328129,1.9810188628001872,2.2190267127227834,4.919928696572215,10.941454857320519,2020-06-06
1.699944584792882,2.0386673488249585,2.276773728385342,5.002234852474064,11.116033913125404,2020-06-07
1.7105249684234392,2.096521502944818,2.3337917655804756,5.086252356973939,11.290597763393627,2020-06-08
1.725995664358267,2.1538501444514293,2.389818410865498,5.171872890896839,11.464766319405461,2020-06-09
1.7469494558702854,2.209935102880607,2.444597527383129,5.258989457603586,11.638168242661841,2020-06-10
1.773628878987238,2.2640823950774864,2.4978813664678814,5.3474965169592705,11.81044248887137,2020-06-11
1.8058921827434042,2.3156321804562108,2.549432624731101,5.43729001270302,11.98123973753178,2020-06-12
1.8432185405603927,2.363967316029238,2.5990264239549097,5.528267292483872,12.150223697635656,2020-06-13
1.8847485327093296,2.4085204045220987,2.6464521916797743,5.620326921783026,12.317072281470738,2020-06-14
1.9293504043427583,2.4487793021312476,2.6915154212250982,5.713368394929066,12.481478640008536,2020-06-15
1.9756998141697861,2.484291123392915,2.7340392910308466,5.807291748396992,12.643152054960769,2020-06-16
