"family","colleagues","friends","strangers","total","dates"
1.2648380433010264,1.5613338659097258,1.2739470705764688,5.10971284864655,8.81210214582404,2020-05-13
1.2701833857668927,1.5529669778778814,1.2780375336285703,5.092146112216438,8.868909962288557,2020-05-14
1.2757821634296644,1.545480693133187,1.2846440476234438,5.076020638629974,8.929287240375963,2020-05-15
1.2816321112952984,1.5390553101270634,1.2938663477780463,5.061497149434144,8.993240253946093,2020-05-16
1.2877305548131082,1.5338810680220476,1.3057924938963055,5.048738820422262,9.06076961558765,2020-05-17
1.2940744086410874,1.5301557457353736,1.3204974206647204,5.037910638123502,9.13187016304308,2020-05-18
1.3006601762438388,1.5280817957806525,1.338041531414496,5.029178718024426,9.206530856729065,2020-05-19
1.3074839503332965,1.527863039645783,1.3584693554068203,5.022709586980454,9.284734688807314,2020-05-20
1.3145414141603295,1.5297009664669183,1.381808289118249,5.018669432594814,9.366458604234687,2020-05-21
1.3218278436631976,1.5337906917059883,1.408067442124449,5.0172233226520415,9.451673434193784,2020-05-22
1.3293381104766866,1.5403166469106404,1.437236607982388,5.018534397990981,9.540343842275865,2020-05-23
1.3370666858035831,1.5494480849151149,1.4692853799778156,5.022763042484989,9.632428283757488,2020-05-24
1.3450076451479742,1.5613344965183724,1.5041624307267427,5.030066034062733,9.727878978279856,2020-05-25
1.3531546739076754,1.576101044266712,1.5417949733928111,5.040595680949011,9.826641896206725,2020-05-26
1.361501073820911,1.593844126031417,1.5820884207099615,5.054498947529115,9.928656758901964,2020-05-27
1.3700397702601992,1.614627185230286,1.6249262560910884,5.071916574440308,10.033857053132328,2020-05-28
1.378763320364238,1.6384768854985872,1.6701701288754223,5.092982197668008,10.142170059764382,2020-05-29
1.387663921996446,1.665379765168968,1.7176601832434182,5.117821471570624,10.25351689688678,2020-05-30
1.39673342351672,1.6952794809774672,1.7672156275386341,5.146551200873829,10.367812577451277,2020-05-31
1.405963334350873,1.728074740996382,1.818635547717913,5.179278486761376,10.484966081486572,2020-06-01
1.4153448363402044,1.7636180140461704,1.8716999654469195,5.216099892243985,10.604880442899946,2020-06-02
1.4248687958516388,1.8017150870193257,1.926171138015506,5.257100632009679,10.727452850841683,2020-06-03
1.4345257766269635,1.842125523034638,1.9817950938186293,5.3023537919474535,10.852574765567438,2020-06-04
1.44430605334777,1.8845640526107919,2.0383033936896133,5.351919583491172,10.980132048693303,2020-06-05
1.4541996258909207,1.9287029076742925,2.0954151049410417,5.405844637851787,11.110005107698179,2020-06-06
1.4641962342475723,1.9741750848415576,2.152838971624632,5.464161345093731,11.242069054487853,2020-06-07
1.474285374077131,2.020578500733045,2.210275761323804,5.526887242866039,11.376193877795474,2020-06-08
1.484456312865867,2.0674809788105244,2.2674207658002548,5.594024459420815,11.512244629153143,2020-06-09
1.4946981066584195,2.1144259851010814,2.3239664300844343,5.665559215342638,11.65008162213066,2020-06-10
1.5049996173289284,2.160939009883444,2.3796050821816483,5.741461388172617,11.789560644498446,2020-06-11
1.5153495303571995,2.2065344746143953,2.4340317335085175,5.821684143842399,11.930533182934212,2020-06-12
1.5257363730740034,2.2507230286424087,2.4869469185200987,5.906163638537274,12.072846659855529,2020-06-13
1.5361485333384248,2.2930190890736353,2.5380595407714814,5.994818794285783,12.216344681924497,2020-06-14
1.5465742786090857,2.3329484698898693,2.5870896919061646,6.087551151227727,12.360867299735416,2020-06-15
1.5570017753700625,2.370055943308236,2.633771409796196,6.184244799145082,12.506251278162454,2020-06-16
1.5674191088714018,2.403912577520283,2.677855342286426,6.2847663904534885,12.652330376811374,2020-06-17
1.5778143031433496,2.4341227003130266,2.7191112837179108,6.3889652364475,12.798935639987977,2020-06-18
1.5881753412426745,2.460330347475117,2.7573305526165535,6.49667348817357,12.945895695565696,2020-06-19
1.5984901856888858,2.4822250680112825,2.7923281806145335,6.607706402872639,13.09303706210623,2020-06-20
1.6087467990476103,2.499546974587817,2.823944884799196,6.721862696491688,13.240184463560242,2020-06-21
1.6189331646180105,2.512090946765301,2.852048798222375,6.838924982313699,13.387161150849298,2020-06-22
1.6290373071807933,2.5197099158082557,2.87653693621187,6.958660295299341,13.533789229607248,2020-06-23
1.6390473137631816,2.522317182499986,2.8973363793578413,7.080820701275169,13.679889993336669,2020-06-24
1.6489513543770913,2.51988774270134,2.914405157546737,7.205143989643355,13.825284261216602,2020-06-25
1.6587377026867633,2.512458618632424,2.927732823127017,7.331354447829662,13.969792719779456,2020-06-26
1.6683947565621962,2.5001282163026333,2.9373407051519096,7.459163715232178,14.113236267658838,2020-06-27
1.677911058474907,2.4830547504866134,2.9432818405940684,7.588271713984294,14.255436362596061,2020-06-28
1.6872753156928455,2.461453797532381,2.945640582399954,7.718367653404831,14.39621536988128,2020-06-29
1.6964764202316713,2.435595052573397,2.944531888186967,7.849131104577051,14.535396911394841,2020-06-30
1.7055034685200725,2.4057983809883443,2.940100297222895,7.980233141079005,14.672806214407238,2020-07-01
1.7143457807373923,2.3724292639240914,2.932518607008264,8.111337541481907,14.808270459290028,2020-07-02
1.722992919782474,2.3358937442099585,2.921986264254568,8.242102048842396,14.941619125287044,2020-07-03
1.731434709833401,2.2966329820232687,2.9087274882689718,8.372179682041125,15.072684333493715,2020-07-04
