"family","colleagues","friends","strangers","total","dates"
1.3678634134511856,1.1780509263587402,0.8135312020409753,6.180778457159948,10.442897032564758,2020-05-13
1.3781924324302661,1.1852869804024992,0.8522889080650764,6.197772742689288,10.506397356322807,2020-05-14
1.3887806129818685,1.195850958608263,0.893376347518061,6.214952311249814,10.57075188488475,2020-05-15
1.3996181925550177,1.2098164591358103,0.9366986193183222,6.232309765846706,10.635916822830021,2020-05-16
1.4106949604893335,1.2272331927526872,0.9821502624039843,6.249837479799694,10.701847317720203,2020-05-17
1.4220002719814406,1.2481254548101408,1.02961562463917,6.267527602086092,10.768497515434573,2020-05-18
1.433523063115348,1.2724907898229025,1.0789693032506755,6.285372063012719,10.83582061751329,2020-05-19
1.4452518669328707,1.300298870010648,1.130076655314987,6.3033625802108055,10.903768940414187,2020-05-20
1.4571748305171148,1.331490607597316,1.182794376213613,6.321490664947527,10.972293976584343,2020-05-21
1.469279733059038,1.365977518896608,1.2369711433749393,6.339747628747016,11.041346457242762,2020-05-22
1.4815540048741642,1.4036413562490515,1.2924483220295364,6.3581245903131585,11.110876416765866,2020-05-23
1.4939847473336316,1.4443340217272265,1.3490607291285674,6.376612482745825,11.180833258563286,2020-05-24
1.506558753670953,1.487877774198368,1.4066374510182507,6.395202061041573,11.251165822327168,2020-05-25
1.519262530623124,1.5340657388333103,1.4650027099325116,6.413883909869288,11.321822452534331,2020-05-26
1.5320823208620795,1.5826627254819454,1.5239767738673728,6.432648451610587,11.392751068077079,2020-05-27
1.545004126169951,1.6334063595020054,1.5833769039396417,6.451485954654269,11.463899232894944,2020-05-28
1.5580137313091522,1.686008525634363,1.643018332914408,6.470386541933574,11.535214227476544,2020-05-29
1.5710967285360036,1.740157122369919,1.7027152682160018,6.489340199694352,11.606643121098026,2020-05-30
1.584238542704394,1.79551812095883,1.76228191241986,6.508336786481899,11.67813284466184,2020-05-31
1.5974244569039775,1.8517379197846362,1.821533493962433,6.527366042333513,11.749630263997467,2020-06-01
1.6106396385754151,1.908445981280751,1.8802873006067082,6.546417598163534,11.821082253483771,2020-06-02
1.623869166043471,1.965257734928116,1.938363708064871,6.565480985327029,11.89243576985098,2020-06-03
1.6370980554071197,2.0217777261705328,1.9955871961100815,6.584545645347923,11.963637926019077,2020-06-04
1.6503112877244073,2.0776029873560415,2.0517873445077286,6.603600939796955,12.034636064828266,2020-06-05
1.663493836428485,2.1323266031041794,2.1067998011642803,6.622636160304445,12.105377832516774,2020-06-06
1.6766306949101888,2.185541438863401,2.1604672150292807,6.641640538692505,12.175811251800683,2020-06-07
1.6897069042015531,2.2368439979214085,2.212640126493081,6.660603257211013,12.245884794410745,2020-06-08
1.7027075806939365,2.2858383688310386,2.263177808298219,6.679513458861356,12.315547452941296,2020-06-09
1.715617943823868,2.3321402221888374,2.3119490503245177,6.6983602577917125,12.384748811867341,2020-06-10
1.7284233436593548,2.375380813029418,2.3588328820143336,6.717132749747333,12.453439117586733,2020-06-11
1.7411092883192285,2.4152109428550377,2.403719226671621,6.735820022559202,12.521569347345869,2020-06-12
1.7536614711580962,2.4513048335850023,2.446509482393099,6.75441116665417,12.589091276909091,2020-06-13
1.7660657976497212,2.483363864559357,2.4871170249666723,6.772895285569582,12.655957546833946,2020-06-14
1.7783084119020245,2.5111201232360907,2.5254676286967497,6.791261506455301,12.722121727217047,2020-06-15
1.7903757227375519,2.5343397204429063,2.561499801782192,6.809498990545988,12.787538380777805,2020-06-16
1.8022544292740097,2.552825822035094,2.5951650335741006,6.827596943586391,12.852163124150612,2020-06-17
