"dates","family","colleagues","friends","strangers","total"
2020-05-14,1.06899029729207,2.485304343274454,0.9711031961889822,5.45820983569944,4.633167614545886
2020-05-17,1.8348471105284916,3.062682689405588,1.0546282501255326,13.636972662995744,12.901944431098714
2020-05-20,1.5969375731081161,2.6629883124364553,1.5204718988175083,11.178620398053736,10.493710706810193
2020-05-23,2.0466119889429994,2.5322965526938734,1.3062448246314082,6.055405838679528,7.669220476513372
2020-05-26,1.8298621372289299,3.047997913624966,1.856256226686255,15.671481103385378,14.453498185738972
2020-05-29,2.0920294539710933,4.798934449488621,2.2491754971528763,15.179492040640117,14.18539426021528
2020-06-01,2.442384069788504,3.017974070600121,2.630233876744111,10.937498530350359,20.217244154186986
2020-06-04,1.9832992585641835,5.346219858589785,2.245354593050976,5.669806786675876,9.164087691416572
2020-06-07,2.351504020866724,3.2474367773095576,2.067061771532694,9.195365582611275,8.902315606668068
2020-06-10,2.134054100412692,4.82149218655776,2.6831970715396443,5.453875711463799,9.017555187889382
2020-06-13,2.623929780189173,5.407844495143782,3.177013681058092,20.860212682024937,19.799493647614145
2020-06-16,2.6879356260033127,5.348619654773599,3.7810284173106634,6.826686052172581,9.999879713482775
2020-06-19,2.4323970086631657,5.2249185243983725,3.439756787590596,10.908735669551177,13.546979923990243
2020-06-22,2.849375755321489,5.484124775220152,4.116902602329212,18.937458684981156,19.7263586544731
2020-06-25,2.404272430305018,5.170423655985024,4.61464687746462,8.217300024573195,12.7190478735483
2020-06-28,2.8794845967364693,4.6916213311533985,4.899848821425282,8.783902842920263,22.479805880765106
2020-07-01,2.330267756170557,6.527721348166032,3.1192227992565873,11.283394361346641,14.664854774379242
2020-07-04,2.6377805677239503,4.900431850115969,3.2981843724521505,11.340062511152437,13.606396117871775
2020-07-07,2.352307287068447,3.770684658821433,3.084949199606759,10.566679060868097,10.31760695809958
2020-07-10,2.3647920582232924,4.260737668002043,2.690233623924457,12.604122819324072,18.864827527163822
2020-07-13,2.6301451447296023,3.565888409923245,3.9190841604187474,21.648693060528107,105.36743705828725
2020-07-16,2.674939183808876,3.993292586565905,3.958576386950311,8.985232212330404,11.840767197066079
2020-07-19,2.8130147848842793,2.5007013665459885,3.310059843856943,13.646982568486568,12.950603491759452
2020-07-22,3.1853880663386835,3.4987680768017024,3.231447967726379,22.001360909719484,22.160745434832133
2020-07-25,2.894142446583895,3.343939471474818,3.3586470596462297,11.573588776390284,13.56189574766925
2020-07-28,2.951769480885366,3.723205943432208,3.371792058091978,8.65382708359132,11.073540882402778
2020-07-31,2.432606582949032,4.232366558486154,3.4848033404349854,22.664049710453977,22.888730572380002
2020-08-03,3.2609045006716224,2.9080748234491107,3.505485725577318,8.445274721677512,9.94025053469364
2020-08-06,2.7396154568470474,4.645561910453614,4.801790902399262,17.60472514789109,18.371351531866644
2020-08-09,2.715881010098971,3.4162889997569463,3.3870453285226945,8.924702005738146,11.030796743970205
2020-08-12,1.9993460354542212,6.100783958239302,3.5562981690827073,20.427451007970962,21.551213374604817
2020-08-15,2.2409575479641175,5.017799264947207,2.6116027073933537,7.169337718424553,9.876426884422079
2020-08-18,3.092793944720295,5.3949691159974265,4.004251868988914,10.499208871603004,13.990257438395393
2020-08-21,2.2350535792977464,4.402140913580627,3.483311764894914,6.453096829052199,9.793326877881118
2020-08-24,3.10031055692066,6.833574705620302,4.995313365233604,6.088979341912794,11.93101781443283
2020-08-27,2.438361637355628,5.779783101268555,3.5355389677248485,16.939271940064874,18.05808739685839
2020-08-30,3.1443809128180917,5.405324901445815,4.552373861815611,15.881771512592392,15.543783500871081
2020-09-02,2.308523482744539,6.006216080291155,3.5397049414358337,13.027691350653832,20.704547673654563
2020-09-05,2.6027082891043665,6.648221846108968,2.9150552189971966,10.457640475389802,52.66112553754791
2020-09-08,2.0973094578142977,4.769785895002297,3.8768116801310626,8.268368587075175,11.999735904131763
2020-09-11,1.5172802252921334,5.557528915871317,3.7815337781532294,12.519015457609532,14.4755767481049
2020-09-14,2.5307454899479325,3.9826093520557584,3.569535978594756,13.062022797148947,13.964565561944205
2020-09-17,1.889506084944725,5.548834279447481,4.120917127878226,7.179575202713142,11.703072001055062
2020-09-20,2.2187891871765637,5.858991360782887,3.100565314439324,16.736418930026076,31.991234261826214
2020-09-23,2.390825090477499,5.232366841540685,3.3152898026152657,8.876112794863214,12.087847909585186
2020-09-26,2.559613974734249,5.32494705247847,3.74149240813277,12.483869229426416,14.613980543364079
2020-09-29,2.6198065036462843,4.30950599190398,3.1374867918068747,5.759693404215354,12.537692292052549
2020-10-02,2.3005230518588857,4.41414166558215,3.2411272805773765,13.460092069189749,14.677334141539312
2020-10-05,2.5688095506746413,5.855377580105549,3.123365709967895,20.662103370783427,38.89037626463622
2020-10-08,2.2269611568866488,7.189701060185833,3.8756151861960584,13.902131316550474,120.19005500546133
2020-10-11,2.671780846929476,5.466214216033457,3.680259567893173,10.884112856437271,13.733917155435991
2020-10-14,3.0686847690185775,5.400225414256598,3.27930497201639,9.321542950525911,13.039368717532717
2020-10-17,3.1586973280704878,2.970248524094051,3.069707474280976,13.318908378794658,13.868683302242825
2020-10-20,2.616054270701068,4.317573312074359,3.1851790257379844,8.667177001897118,9.47726374375097
2020-10-23,1.856808583403822,4.5184482684226595,3.5568676898198257,11.380939820167612,11.713566412077585
2020-10-26,2.2901454948868065,4.6426227413077905,2.5501552313497835,11.984067863957046,12.790485404758206
2020-10-29,1.6633741058634859,5.201029570311978,2.3903485275451244,7.9637989892600896,11.408838841857184
2020-11-01,2.065117112416151,6.195170073956187,3.294619883167618,8.125137031839772,10.799844710400713
2020-11-04,2.315042612306094,5.381323730223392,2.6991913120243174,12.873903053761502,12.966947502102595
2020-11-07,2.181565582533971,6.262694200318401,3.109110103898953,14.715462706870305,16.264354971483947
2020-11-10,2.488814547438515,3.9305290196140805,2.0122902761203108,6.520547229094966,9.39704831818251
2020-11-13,2.588879718922004,5.228845342206668,3.3804525502975675,7.656407294779347,12.268088347193375
2020-11-16,2.3256441587554715,5.162881991334563,2.6056050755454754,5.241444635063786,8.332904544497897
2020-11-19,1.5892392411784653,6.2924749566854,3.907685712708932,8.830226315460695,19.521440343109735
2020-11-22,2.2144171493378746,3.8744028364727217,2.2806739299286467,12.843888724099765,12.70029867211901
2020-11-25,1.577025974408737,4.320075911982765,2.2772570891797805,9.306881312995264,10.137389061927948
2020-11-28,2.220513165515196,5.5549500020004805,2.685234253438994,7.269911875196952,939.6775631120026
2020-12-01,2.337560568414218,4.857276585046703,3.4451915385959877,7.710098402458836,10.329141999955626
2020-12-04,1.8060979044368901,5.742076746634985,3.0710186473777203,11.361890651649837,12.559536684899863
2020-12-07,2.5095729539690743,4.599893160755674,2.1865893007353105,14.297926960954287,14.563087095993724
2020-12-10,1.7626353725389468,5.225795841894471,1.7501910982507152,12.023136323976008,12.36151053354504
2020-12-13,2.129095187112405,3.89017789423419,2.3535451658686832,5.364980537526576,9.11797018705521
2020-12-16,1.8149251451366488,3.662164504153105,1.5896263058372688,3.1220000858810213,6.119383178551884
2020-12-19,1.9915466396481676,3.6476592503300624,1.8876624522173697,15.186739052145407,13.61221710506878
2020-12-22,2.2717134725053274,3.1290416301766864,2.249892587170996,8.04240215390251,9.764937395548138
2020-12-25,3.7945403935701205,2.6074453967076634,1.8136056410497667,10.018955041086684,13.055241098487025
2020-12-28,3.2927333764163462,2.2843111090457406,1.3022063525983776,3.6082714474942974,12.19001285058595
2020-12-31,2.378586983396704,2.636839221702805,1.6094007940155282,5.783108681079962,13.084833548207284
2021-01-03,1.9680721677025255,3.209346795528581,1.5391299152123454,6.726347534032135,6.529419389311669
2021-01-06,1.3435625807452067,3.025676288767113,1.1566649339560535,4.835437710090507,6.762197146744762
2021-01-09,1.5296013557635864,3.5994569534946668,1.5472062807501437,9.39212382579789,10.344467892201145
2021-01-12,1.4613582689520244,2.966696514137698,1.132783052233446,4.234900993894022,7.108750922597207
2021-01-15,1.2465948591391431,2.4802849776058937,1.167835201747894,3.8507407774925086,5.4369416244449
2021-01-18,1.419691260196332,1.8507506244760301,1.3505516799202315,9.91576773921593,8.259810308329548
2021-01-21,1.3887401209917543,3.576217040313542,1.410176743704635,10.149156631249717,9.111152426639986
2021-01-24,1.4480540745157233,3.448226111128488,1.177801717312058,5.619400250959536,5.8859520124897555
2021-01-27,1.4911443219589213,2.5498945921197826,1.1111075717969061,3.9862929857247336,4.152916770233571
2021-01-30,1.6931787138241916,2.9325985195766013,1.0082302661103022,5.734497395982746,7.048572611320513
2021-02-02,2.184207102137682,3.2036456116106184,1.2356972031089621,2.867749102103995,5.6658535977161355
2021-02-05,1.3822889784256718,3.4278877971667763,1.282322273049253,2.9951948624080647,5.1305816461466405
2021-02-08,1.7317915289618513,3.366445769214002,1.2101067985778398,4.325288779595656,6.000190240286175
2021-02-11,1.7055864313721547,3.897087584959703,1.1005083582443935,3.5145609692527606,6.182783478413234
2021-02-14,2.110835633650127,2.9847504077501568,1.3185430124911635,9.81966929588752,8.672275780292946
2021-02-17,1.7785380996150029,2.7941864600493935,1.1617059113308337,4.325918431799384,4.851437089716556
2021-02-20,1.7147145943835376,2.7878950195247625,1.0081139203266896,3.910527038991725,5.511682741548441
2021-02-23,1.7511526686325416,2.703342583254888,1.483533997209859,5.541703909104574,7.292263706380705
2021-02-26,1.2860837197905526,3.8639821907820298,1.5984785862278836,5.049325344343996,8.762229286537682
2021-03-01,2.2976633272126077,3.8619839139287886,1.8825494555578488,4.236318513246792,6.6640591156019156
2021-03-04,1.6280586294159989,4.448318091178768,1.4929980241665064,4.076437596764662,7.000091758468825
2021-03-07,1.7926803643630602,2.6728729180665405,1.4393693202057243,3.5406156176868424,5.579192184584725
2021-03-10,1.7618953906486485,4.142441034905129,1.7258859185238231,10.761917199302177,10.5934548936985
2021-03-13,1.8009882638510135,3.902865740814571,1.7082554526706022,15.839708476930246,13.97211295697743
2021-03-16,2.1539674025626714,4.925955536792976,1.9931182162235879,4.125113476129015,7.934446767207639
2021-03-19,1.3034289366384106,4.158848595120719,1.2441207859170502,5.329525475412618,7.20414122161235
2021-03-22,2.160381280449796,3.0330165016959163,2.461361605374075,5.697428739891816,7.966842284671679
2021-03-25,2.0614951963531913,4.693769775600805,2.3968684244462293,3.706963895398457,7.68389378616635
2021-03-28,2.2438007052578843,5.307585293916687,1.9617628353401262,9.285545700337941,7.93611676979618
2021-03-31,1.7890149467505447,2.6895059297774826,1.6466496039409209,6.506977718030924,5.928553858608199
2021-04-03,2.339488441229119,2.9002790587965426,2.4287472594072534,5.785281832745252,10.254187043044293
2021-04-06,3.017242115099478,2.8328207121727966,2.0321555247206824,8.59682110856403,10.31206081121752
2021-04-09,1.6417741346763404,5.665734312524411,1.8159332836195643,8.414754147128928,10.996523235092493
2021-04-12,2.6853233732193798,5.420482551726826,2.55698165798567,6.736462423376254,48.074881133376216
2021-04-15,1.6800388201732663,4.079732814292085,2.3950139109254436,7.190097944875145,9.588852133337607
2021-04-18,2.366588426610699,4.886403509990393,2.3749415518429218,5.737728922821215,9.092914153418176
2021-04-21,1.786872849637581,4.78952566971307,2.3364677180054603,5.318244062229297,9.718657249512543
2021-04-24,2.0904676996526637,4.171001131229515,2.806149191321661,17.23062112545241,15.918415706439614
2021-04-27,1.9778384827523758,3.965862848741295,2.363930554661719,7.128494397846235,7.81924947625102
2021-04-30,2.034184196796319,4.095548494704902,2.3524807679322235,13.861160122507787,13.51982090960387
2021-05-03,2.61584782147965,4.330338600649922,2.878958300174937,11.074692308443353,12.82298465669671
