date,cases,deaths,cases_smoothed,deaths_smoothed,population,cases_per_100000,deaths_per_100000,vaccinated,fraction_vaccinated
2020-10-30,97968,967,87194.42857142857,918.0,331002647,26.342517004532766,0.27733917185260454,0,0.0
2020-10-31,91919,897,90689.42857142857,947.7142857142857,331002647,27.39839979933108,0.28631622565673487,0,0.0
2020-11-01,74850,693,95342.14285714286,988.5714285714286,331002647,28.80404242119032,0.29865967463741416,0,0.0
2020-11-02,86850,852,100498.85714285714,1002.2857142857143,331002647,30.36194968641962,0.30280293023932053,0,0.0
2020-11-03,103876,1121,106329.42857142857,1050.5714285714287,331002647,32.123437542005085,0.3173906426710324,0,0.0
2020-11-04,119367,1290,111811.14285714286,1079.4285714285713,331002647,33.77953133321706,0.32610874300004355,0,0.0
2020-11-05,128662,1196,116549.57142857143,1105.5714285714287,331002647,35.211069302588214,0.33400682399117754,0,0.0
2020-11-06,138782,1305,121793.14285714286,1134.4285714285713,331002647,36.795217186629586,0.3427249243201887,0,0.0
2020-11-07,130291,1099,128995.14285714286,1160.4285714285713,331002647,38.97103060240568,0.35057984639880274,0,0.0
2020-11-08,108019,876,134801.7142857143,1191.7142857142858,331002647,40.725267760687814,0.3600316482406516,0,0.0
2020-11-09,123555,1054,140260.7142857143,1215.0,331002647,42.37449928480913,0.3670665509813884,0,0.0
2020-11-10,154290,1303,146563.14285714287,1218.2857142857142,331002647,44.278541028447684,0.36805920596934505,0,0.0
2020-11-11,160013,1509,151368.42857142858,1271.857142857143,331002647,45.730277368878134,0.3842437981642917,0,0.0
2020-11-12,166875,1359,155460.42857142858,1315.857142857143,331002647,46.96652125909693,0.3975367432204078,0,0.0
2020-11-13,182899,1328,159203.85714285713,1336.2857142857142,331002647,48.097457402767276,0.4037084677107474,0,0.0
2020-11-14,163928,1474,161828.85714285713,1389.142857142857,331002647,48.89050242031966,0.4196772653430947,0,0.0
2020-11-15,136663,1184,165203.85714285713,1444.2857142857142,331002647,49.91013172860129,0.4363366055757597,0,0.0
2020-11-16,149759,1197,169284.85714285713,1525.142857142857,331002647,51.143052382556064,0.46076455006199907,0,0.0
2020-11-17,172665,1673,171432.14285714287,1614.0,331002647,51.79177399664205,0.48760939364935046,0,0.0
2020-11-18,183638,1895,172811.42857142858,1652.7142857142858,331002647,52.20847329702128,0.4993054589422319,0,0.0
2020-11-19,195442,1925,174907.7142857143,1679.7142857142858,331002647,52.841787179337665,0.5074624934084849,0,0.0
2020-11-20,197930,1950,176534.42857142858,1738.4285714285713,331002647,53.333237716201275,0.5252008064541464,0,0.0
2020-11-21,173583,1745,177574.14285714287,1785.7142857142858,331002647,53.647348281520806,0.5394864064982193,0,0.0
2020-11-22,151337,1373,179995.2857142857,1844.0,331002647,54.37880553090734,0.5570952428063211,0,0.0
2020-11-23,161146,1608,173668.7142857143,1811.7142857142858,331002647,52.46746993105293,0.5473413285768334,0,0.0
2020-11-24,179943,2004,168874.7142857143,1782.0,331002647,51.019143144711556,0.5383642747727029,0,0.0
2020-11-25,200586,2303,164089.2857142857,1773.857142857143,331002647,49.57340589312137,0.5359042167590711,0,0.0
2020-11-26,151156,1699,162417.2857142857,1789.0,331002647,49.068273980988955,0.540479061486176,0,0.0
2020-11-27,164372,1742,161781.85714285713,1821.5714285714287,331002647,48.876303138100624,0.5503192935407035,0,0.0
2020-11-28,140085,1688,165414.57142857142,1884.7142857142858,331002647,49.97379112456808,0.5693955328744805,0,0.0
2020-11-29,139633,1479,168849.2857142857,1959.7142857142858,331002647,51.011460858283016,0.5920539619474058,0,0.0
2020-11-30,156698,1836,181125.0,2116.285714285714,331002647,54.72010621111438,0.6393561300691696,0,0.0
2020-12-01,205372,2446,191534.42857142858,2237.285714285714,331002647,57.86492353078632,0.6759117289734888,0,0.0
2020-12-02,224629,2828,201493.57142857142,2344.1428571428573,331002647,60.87370395819567,0.7081945955383424,0,0.0
2020-12-03,237086,2795,206441.0,2390.285714285714,331002647,62.36838341658337,0.7221349242822563,0,0.0
2020-12-04,237238,2589,210220.42857142858,2455.5714285714284,331002647,63.510195606208725,0.7418585473038312,0,0.0
2020-12-05,209799,2436,213447.42857142858,2496.1428571428573,331002647,64.48511228111978,0.7541156784594708,0,0.0
2020-12-06,174265,1802,214111.7142857143,2585.714285714286,331002647,64.68580122433713,0.7811763166094216,0,0.0
