date,cases,deaths,cases_smoothed,deaths_smoothed,population,cases_per_100000,deaths_per_100000,vaccinated,fraction_vaccinated
2020-06-02,0,84,593.2857142857143,53.42857142857143,67012883,0.8853308315144631,0.07972880592015633,0,0.0
2020-06-03,352,81,414.85714285714283,49.714285714285715,67012883,0.6190707283212138,0.07418616165832727,0,0.0
2020-06-04,767,44,427.14285714285717,47.142857142857146,67012883,0.6374040901103407,0.07034894640013793,0,0.0
2020-06-05,611,46,409.0,50.42857142857143,67012883,0.6103304046775603,0.0752520547856021,0,0.0
2020-06-06,579,31,466.57142857142856,46.0,67012883,0.6962413907359105,0.06864351739649822,0,0.0
2020-06-07,343,13,494.14285714285717,37.714285714285715,67012883,0.7373848654487185,0.05627915712011035,0,0.0
2020-06-08,211,54,445.2857142857143,35.285714285714285,67012883,0.6644777755431209,0.052655120487375966,0,0.0
2020-06-09,403,53,461.7142857142857,32.714285714285715,67012883,0.6889933174704418,0.04881790522918662,0,0.0
2020-06-10,545,23,454.14285714285717,31.714285714285715,67012883,0.6776948503213288,0.04732565485100188,0,0.0
2020-06-11,425,27,463.2857142857143,31.142857142857142,67012883,0.6913382823504464,0.04647294034918203,0,0.0
2020-06-12,726,28,454.85714285714283,27.571428571428573,67012883,0.6787607434486035,0.041143474712807944,0,0.0
2020-06-13,526,24,446.42857142857144,25.428571428571427,67012883,0.6661832045467607,0.03794579533098349,0,0.0
2020-06-14,407,9,434.0,26.142857142857142,67012883,0.6476366641321789,0.0390116884582583,0,0.0
2020-06-15,152,29,440.0,26.285714285714285,67012883,0.6565901664012873,0.03922486708371327,0,0.0
2020-06-16,344,38,452.14285714285717,24.285714285714285,67012883,0.6747103495649592,0.03624036632734378,0,0.0
2020-06-17,458,28,468.57142857142856,23.142857142857142,67012883,0.69922589149228,0.03453493732370407,0,0.0
2020-06-18,467,28,451.0,22.857142857142858,67012883,0.6730049205613196,0.03410858007279415,0,0.0
2020-06-19,811,14,482.57142857142856,22.0,67012883,0.7201173967868665,0.03282950832006437,0,0.0
2020-06-20,641,16,507.2857142857143,20.285714285714285,67012883,0.7569972989905751,0.030271364814604806,0,0.0
2020-06-21,284,7,453.42857142857144,17.857142857142858,67012883,0.6766289571940539,0.026647328181870426,0,0.0
2020-06-22,373,23,386.7142857142857,16.857142857142858,67012883,0.577074539106586,0.025155077803685685,0,0.0
2020-06-23,517,26,497.7142857142857,18.571428571428573,67012883,0.7427143310850927,0.027713221309145247,0,0.0
2020-06-24,81,11,480.14285714285717,16.285714285714285,67012883,0.7164933601541321,0.024302363301865828,0,0.0
