date,cases,hospits,deaths,strangers,google,apple,rw,region
2020-12-01,958,3,2,0.3091459549832918,0.6787564766839378,-0.4351581458478999,35,zealand
2020-12-02,1026,5,2,0.5566451309230018,0.6373056994818653,-0.4522272035536533,35,zealand
2020-12-03,1024,9,3,0.5579844467361015,0.6062176165803108,-0.3952617941019201,35,zealand
2020-12-04,1058,9,2,0.7815747098329053,0.49222797927461137,-0.4839797639123088,35,zealand
2020-12-05,974,12,1,1.0461359758471853,0.46113989637305697,-0.6014477851355235,35,zealand
2020-12-06,1113,13,0,0.6297277797531218,0.32642487046632107,-0.5933039937482012,35,zealand
2020-12-07,1512,12,1,0.5865840705593117,0.2227979274611398,-0.6977337226997924,35,zealand
2020-12-08,1669,8,4,0.48073299498109257,0.09844559585492207,-0.9604326903302767,35,zealand
2020-12-09,1695,9,3,0.129541188947357,-2.220446049250313e-16,-1.1560482046641707,35,zealand
2020-12-10,1806,17,2,0.029806422041441127,-0.11917098445595875,-1.314975527495578,35,zealand
2020-12-11,1739,15,1,-0.18975467034316373,-0.25388601036269454,-1.3671698268416057,35,zealand
2020-12-12,1684,7,1,-0.4611179829801295,-0.40932642487046644,-1.423436021881297,35,zealand
2020-12-13,1891,19,2,-0.24572025017540988,-0.3730569948186533,-1.5893554888331347,35,zealand
2020-12-14,2013,25,2,-0.23630228360224703,-0.37823834196891193,-1.6097149673014437,35,zealand
2020-12-15,2124,35,1,0.17874914471942338,-0.40414507772020736,-1.5597417019701383,35,zealand
2020-12-16,2207,19,3,0.22817114825792273,-0.41450777202072553,-1.5890264467568782,35,zealand
2020-12-17,1737,23,3,0.42832917956743644,-0.40414507772020736,-1.5949492041294773,35,zealand
2020-12-18,1519,27,0,0.4582134680936272,-0.3316062176165806,-1.5771809320116805,35,zealand
2020-12-19,1276,18,5,0.9030721233606185,-0.24352331606217636,-1.5109612141652617,35,zealand
2020-12-20,1173,24,2,0.6709324198405504,-0.18652849740932664,-1.6046559453790152,35,zealand
2020-12-21,1449,29,3,0.6283288585962679,-1.2279792746113993,-2.175543947682309,35,zealand
2020-12-22,1342,31,1,0.15211699014570135,-2.233160621761658,-2.5972524986632655,35,zealand
2020-12-23,1426,24,1,0.06359443041503599,-2.974093264248705,-2.8305433307284145,35,zealand
2020-12-24,728,20,1,-0.0943970506080255,-3.3160621761658042,-3.0191255706823483,35,zealand
2020-12-25,805,25,5,-0.0789699169562893,-3.6839378238341975,-3.1180027145971287,35,zealand
2020-12-26,1278,17,3,-0.5536194515121415,-4.015544041450778,-3.2460412125200495,35,zealand
2020-12-27,1012,23,5,-0.4965237677690898,-4.1606217616580325,-3.309628593756425,35,zealand
2020-12-28,1289,38,6,-0.5497021552995993,-3.766839378238342,-2.9958869740468055,35,zealand
2020-12-29,985,20,4,-0.5471044698290877,-3.813471502590674,-3.063834162793565,35,zealand
2020-12-30,1181,24,2,-0.467144547455016,-3.4093264248704678,-3.007567967753875,35,zealand
2020-12-31,562,19,5,-0.43627367157149877,-3.3937823834196896,-2.8963517459795156,35,zealand
2021-01-01,572,21,2,-0.49728546085955116,-3.300518134715027,-2.942006334059967,35,zealand
2021-01-02,836,32,6,-0.41631603738660694,-3.3108808290155443,-3.0362357586476354,35,zealand
2021-01-03,714,27,6,-0.47767646547059106,-3.6269430051813476,-3.1284086702587084,35,zealand
2021-01-04,1061,37,2,-0.39144646994347687,-3.3264248704663224,-3.060667132809608,35,zealand
2021-01-05,825,20,3,-0.07336325970255142,-2.55958549222798,-2.7761279973676634,35,zealand
2021-01-06,714,28,5,-0.1625868540705987,-2.518134715025908,-2.6540122568173388,35,zealand
2021-01-07,584,22,4,-0.20849171510551334,-2.538860103626943,-2.6284292353884733,35,zealand
2021-01-08,607,27,4,-0.15928968607443517,-2.5958549222797926,-2.661045531197299,35,zealand
2021-01-09,482,17,5,-0.17721837918810068,-2.6113989637305703,-2.656438942129723,35,zealand
2021-01-10,408,23,9,-0.16332905941469156,-2.590673575129534,-2.554559289269113,35,zealand
2021-01-11,614,24,4,-0.1500420475252935,-2.5906735751295344,-2.5117838193558986,35,zealand
2021-01-12,586,14,6,-0.461097493289527,-2.601036269430052,-2.4865709702628216,35,zealand
2021-01-13,513,25,5,-0.10931145909126094,-2.6113989637305703,-2.453995804713525,35,zealand
2021-01-14,422,14,6,-0.06892776359356445,-2.5751295336787563,-2.4039402788631596,35,zealand
2021-01-15,390,21,5,0.16131261773384975,-2.5906735751295344,-2.3294945091103516,35,zealand
2021-01-16,339,13,4,0.25605946752607256,-2.6321243523316067,-2.2234607000370152,35,zealand
2021-01-17,319,15,4,0.22779369403278182,-2.621761658031088,-2.2129724838563707,35,zealand
2021-01-18,439,20,4,0.1801470484923493,-2.5958549222797926,-2.1174268909636806,35,zealand
2021-01-19,362,21,8,0.1919613721235527,-2.564766839378239,-2.0545387241393493,35,zealand
2021-01-20,316,9,5,-0.030628451919323507,-2.518134715025907,-1.964915888619256,35,zealand
2021-01-21,376,16,4,-0.08078006141924665,-2.487046632124353,-1.8684242997573295,35,zealand
2021-01-22,286,15,3,-0.3431613568822801,-2.471502590673576,-1.800353720231973,35,zealand
2021-01-23,256,14,6,-0.4428657136315557,-2.435233160621762,-1.7653518693702956,35,zealand
2021-01-24,245,12,4,-0.4371814589829721,-2.414507772020726,-1.7021757907292372,35,zealand
2021-01-25,331,14,6,-0.2285565539371317,-2.393782383419689,-1.7432649200016448,35,zealand
2021-01-26,275,9,1,-0.23259311451112585,-2.300518134715027,-1.670711142187308,35,zealand
2021-01-27,250,15,0,-0.3882452820375455,-2.2435233160621766,-1.665857771562537,35,zealand
2021-01-28,236,12,4,-0.3846734347397168,-2.1813471502590684,-1.6941965203800429,35,zealand
2021-01-29,183,12,2,-0.400121246746745,-2.1243523316062194,-1.6963352938757037,35,zealand
2021-01-30,165,6,1,-0.42654806747836993,-2.0621761658031086,-1.630650269403199,35,zealand
2021-01-31,176,5,1,-0.3900039376309531,-2.0362694300518136,-1.5415209969974901,35,zealand
2021-02-01,207,8,3,-0.616088555394412,-2.020725388601037,-1.4926171184140178,35,zealand
2021-02-02,206,3,1,-0.5721757111555495,-2.0518134715025904,-1.4652243655657466,35,zealand
2021-02-03,156,10,4,-0.5478950467812076,-2.0569948186528504,-1.475383539670135,35,zealand
2021-02-04,197,7,1,-0.525051071510537,-2.093264248704664,-1.5256035865586313,35,zealand
2021-02-05,168,12,1,-0.4908318852814457,-2.0984455958549226,-1.6137457327355738,35,zealand
2021-02-06,167,2,1,-0.532976640194309,-2.1243523316062185,-1.7304734092872107,35,zealand
2021-02-07,170,3,0,-0.5268125175400892,-2.0777202072538863,-1.8264303047752233,35,zealand
2021-02-08,160,9,2,0.021561444580926015,-2.025906735751296,-1.8787891251593796,35,zealand
2021-02-09,178,8,0,-0.035755995723346645,-1.979274611398964,-1.8483527331057459,35,zealand
2021-02-10,176,7,0,-0.023264979937921648,-1.9326424870466328,-1.748282811664541,35,zealand
2021-02-11,148,6,0,0.0017536993022806424,-1.772020725388602,-1.4974293587792533,35,zealand
2021-02-12,145,3,0,-0.03316915950221966,-1.7512953367875648,-1.344260272282318,35,zealand
2021-02-13,125,7,1,0.03217770314439239,-1.7772020725388602,-1.1927363961666597,35,zealand
2021-02-14,123,9,0,0.016883953789835315,-1.7720207253886016,-0.9442273680746925,35,zealand
2021-02-15,160,7,0,-0.4615161308661221,-1.7875647668393784,-0.7087566322543479,35,zealand
2021-02-16,164,4,1,-0.4445840095203405,-1.829015544041451,-0.6145683379262119,35,zealand
2021-02-17,184,4,0,-0.47094620897209183,-1.8393782383419692,-0.5502817422777921,35,zealand
2021-02-18,145,6,3,-0.519087143499265,-1.8704663212435237,-0.5190227450335205,35,zealand
2021-02-19,181,7,0,-0.5224160238918827,-1.829015544041451,-0.4237650639575523,35,zealand
2021-02-20,154,3,0,-0.34334719926060087,-1.7564766839378247,-0.3835396701353182,35,zealand
2021-02-21,162,3,1,-0.28285347312151543,-1.7305699481865289,-0.3834162793567223,35,zealand
2021-02-22,196,8,0,-0.3368381486387695,-1.6839378238341975,-0.40032081602434866,35,zealand
2021-02-23,254,6,0,-0.31697232480112714,-1.5647668393782381,-0.3431086250154235,35,zealand
2021-02-24,230,4,0,-0.2950656190901093,-1.440414507772021,-0.3524040636696404,35,zealand
2021-02-25,228,4,0,-0.26620798139977253,-1.38860103626943,-0.3848969686998712,35,zealand
2021-02-26,231,4,1,-0.2618973658522471,-1.2072538860103634,-0.37095381071854694,35,zealand
2021-02-27,201,6,0,-0.42796723438148054,-1.0569948186528504,-0.26130053880640014,35,zealand
2021-02-28,235,3,0,-0.46697359013222195,-0.9170984455958555,-0.26134166906593337,35,zealand
2021-03-01,264,11,0,-0.48511677351054305,-0.7875647668393781,-0.2097643236128831,35,zealand
2020-02-28,1,0,0,0.0,0.0,0.0,1,south
2020-02-29,0,0,0,0.0,0.0,0.0,1,south
2020-03-01,0,0,0,0.0,0.0,0.0,1,south
2020-03-02,0,0,0,0.0,0.0,0.0,1,south
2020-03-03,0,0,0,0.0,0.0,0.0,1,south
2020-03-04,0,0,0,0.0,0.0,0.0,1,south
2020-03-05,0,0,0,0.0,0.0,0.0,1,south
2020-03-06,0,0,0,0.0,0.0,0.0,1,south
2020-03-07,1,0,0,0.0,0.0,0.0,1,south
2020-03-08,22,0,0,0.0,0.0,0.0,1,south
2020-03-09,45,0,0,0.0,0.0,0.0,1,south
2020-03-10,72,3,0,0.0,0.0,0.0,1,south
2020-03-11,25,0,0,0.0,0.0,0.0,1,south
2020-03-12,8,7,0,0.0,0.0,0.0,1,south
2020-03-13,7,7,0,0.0,0.0,0.0,1,south
2020-03-14,6,3,0,0.0,0.0,0.0,1,south
2020-03-15,4,4,0,0.0,0.0,0.0,1,south
2020-03-16,2,3,0,0.0,0.0,0.0,1,south
2020-03-17,7,6,0,0.0,0.0,0.0,1,south
2020-03-18,11,4,1,0.0,0.0,0.0,1,south
2020-03-19,24,4,0,0.0,0.0,0.0,2,south
2020-03-20,9,5,1,0.0,0.0,0.0,2,south
2020-03-21,5,4,0,0.0,0.0,0.0,2,south
2020-03-22,9,7,0,0.0,0.0,0.0,2,south
2020-03-23,21,16,1,0.0,0.0,0.0,2,south
2020-03-24,16,14,4,0.0,0.0,0.0,2,south
2020-03-25,22,14,2,0.0,0.0,0.0,2,south
2020-03-26,27,12,3,0.0,0.0,0.0,3,south
2020-03-27,25,11,2,0.0,0.0,0.0,3,south
2020-03-28,21,10,1,0.0,0.0,0.0,3,south
2020-03-29,8,4,0,0.0,0.0,0.0,3,south
2020-03-30,41,11,4,0.0,0.0,0.0,3,south
2020-03-31,50,9,3,0.0,0.0,0.0,3,south
2020-04-01,54,6,5,0.0,0.0,0.0,3,south
2020-04-02,50,10,4,0.0,0.0,0.0,4,south
2020-04-03,71,11,4,0.0,0.0,0.0,4,south
2020-04-04,30,7,2,0.0,0.0,0.0,4,south
2020-04-05,20,2,2,0.0,0.0,0.0,4,south
2020-04-06,71,4,2,0.0,0.0,0.0,4,south
2020-04-07,66,6,0,0.0,0.0,0.0,4,south
2020-04-08,50,3,4,0.0,0.0,0.0,4,south
2020-04-09,23,8,1,0.0,0.0,0.0,5,south
2020-04-10,17,6,3,0.0,0.0,0.0,5,south
2020-04-11,34,3,2,0.0,0.0,0.0,5,south
2020-04-12,21,4,0,0.0,0.0,0.0,5,south
2020-04-13,31,4,1,0.0,0.0,0.0,5,south
2020-04-14,46,10,0,0.0,0.0,0.0,5,south
2020-04-15,27,5,1,0.0,0.0,0.0,5,south
2020-04-16,42,9,5,0.0,0.0,0.0,6,south
2020-04-17,23,2,4,0.0,0.0,0.0,6,south
2020-04-18,17,2,1,0.0,0.0,0.0,6,south
2020-04-19,15,4,0,0.0,0.0,0.0,6,south
2020-04-20,26,4,2,0.0,0.0,0.0,6,south
2020-04-21,18,5,2,0.0,0.0,0.0,6,south
2020-04-22,32,2,2,0.0,0.0,0.0,6,south
2020-04-23,32,4,1,0.0,0.0,0.0,7,south
2020-04-24,27,2,1,0.0,0.0,0.0,7,south
2020-04-25,29,1,1,0.0,0.0,0.0,7,south
2020-04-26,15,3,1,0.0,0.0,0.0,7,south
2020-04-27,18,2,3,0.0,0.0,0.0,7,south
2020-04-28,24,0,1,0.0,0.0,0.0,7,south
2020-04-29,17,1,2,0.0,0.0,0.0,7,south
2020-04-30,13,1,1,0.0,0.0,0.0,8,south
2020-05-01,16,1,4,0.0,0.0,0.0,8,south
2020-05-02,20,5,4,0.0,0.0,0.0,8,south
2020-05-03,10,0,2,0.0,0.0,0.0,8,south
2020-05-04,8,3,3,0.0,0.0,0.0,8,south
2020-05-05,8,0,2,0.0,0.0,0.0,8,south
2020-05-06,6,0,2,0.0,0.0,0.0,8,south
2020-05-07,10,0,2,0.0,0.0,0.0,9,south
2020-05-08,5,0,4,0.0,0.0,0.0,9,south
2020-05-09,4,3,0,0.0,0.0,0.0,9,south
2020-05-10,3,0,1,0.0,0.0,0.0,9,south
2020-05-11,3,0,0,0.0,0.0,0.0,9,south
2020-05-12,1,2,2,0.0,0.0,0.0,9,south
2020-05-13,4,0,0,0.0,0.0,0.0,9,south
2020-05-14,4,0,0,0.0,0.0,0.0,10,south
2020-05-15,4,0,3,0.0,0.0,0.0,10,south
2020-05-16,4,1,2,0.0,0.0,0.0,10,south
2020-05-17,8,2,0,0.0,0.0,0.0,10,south
2020-05-18,7,1,3,0.0,0.0,0.0,10,south
2020-05-19,5,1,1,0.0,0.0,0.0,10,south
2020-05-20,0,2,1,0.0,0.0,0.0,10,south
2020-05-21,1,0,0,0.0,0.0,0.0,11,south
2020-05-22,3,2,0,0.0,0.0,0.0,11,south
2020-05-23,2,1,0,0.0,0.0,0.0,11,south
2020-05-24,0,0,0,0.0,0.0,0.0,11,south
2020-05-25,1,0,0,0.0,0.0,0.0,11,south
2020-05-26,2,0,0,0.0,0.0,0.0,11,south
2020-05-27,2,0,1,0.0,0.0,0.0,11,south
2020-05-28,0,0,0,0.0,0.0,0.0,12,south
2020-05-29,0,0,1,0.0,0.0,0.0,12,south
2020-05-30,0,1,0,0.0,0.0,0.0,12,south
2020-05-31,0,0,0,0.0,0.0,0.0,12,south
2020-06-01,3,1,0,0.0,0.0,0.0,12,south
2020-06-02,3,0,0,0.0,0.0,0.0,12,south
2020-06-03,0,0,0,0.0,0.0,0.0,12,south
2020-06-04,5,0,1,0.0,0.0,0.0,13,south
2020-06-05,0,0,0,0.0,0.0,0.0,13,south
2020-06-06,1,0,0,0.0,0.0,0.0,13,south
2020-06-07,0,0,1,0.0,0.0,0.0,13,south
2020-06-08,3,0,0,0.0,0.0,0.0,13,south
2020-06-09,1,0,0,0.0,0.0,0.0,13,south
2020-06-10,2,0,0,0.0,0.0,0.0,13,south
2020-06-11,1,0,1,0.0,0.0,0.0,14,south
2020-06-12,4,0,2,0.0,0.0,0.0,14,south
2020-06-13,2,0,0,0.0,0.0,0.0,14,south
2020-06-14,1,0,0,0.0,0.0,0.0,14,south
2020-06-15,1,0,0,0.0,0.0,0.0,14,south
2020-06-16,5,0,0,0.0,0.0,0.0,14,south
2020-06-17,3,0,0,0.0,0.0,0.0,14,south
2020-06-18,1,0,0,0.0,0.0,0.0,15,south
2020-06-19,2,0,0,0.0,0.0,0.0,15,south
2020-06-20,2,0,0,0.0,0.0,0.0,15,south
2020-06-21,1,1,0,0.0,0.0,0.0,15,south
2020-06-22,1,0,0,0.0,0.0,0.0,15,south
2020-06-23,4,2,1,0.0,0.0,0.0,15,south
2020-06-24,3,0,0,0.0,0.0,0.0,15,south
2020-06-25,5,0,0,0.0,0.0,0.0,16,south
2020-06-26,3,0,0,0.0,0.0,0.0,16,south
2020-06-27,3,1,0,0.0,0.0,0.0,16,south
2020-06-28,4,0,0,0.0,0.0,0.0,16,south
2020-06-29,1,0,0,0.0,0.0,0.0,16,south
2020-06-30,2,0,0,0.0,0.0,0.0,16,south
2020-07-01,2,0,0,0.0,0.0,0.0,16,south
2020-07-02,1,0,0,0.0,0.0,0.0,17,south
2020-07-03,1,1,0,0.0,0.0,0.0,17,south
2020-07-04,0,0,0,0.0,0.0,0.0,17,south
2020-07-05,1,0,0,0.0,0.0,0.0,17,south
2020-07-06,0,0,0,0.0,0.0,0.0,17,south
2020-07-07,1,0,0,0.0,0.0,0.0,17,south
2020-07-08,1,0,0,0.0,0.0,0.0,17,south
2020-07-09,4,0,0,0.0,0.0,0.0,18,south
2020-07-10,0,0,0,0.0,0.0,0.0,18,south
2020-07-11,0,0,0,0.0,0.0,0.0,18,south
2020-07-12,1,0,0,0.0,0.0,0.0,18,south
2020-07-13,6,0,0,0.0,0.0,0.0,18,south
2020-07-14,4,1,0,0.0,0.0,0.0,18,south
2020-07-15,3,0,0,0.0,0.0,0.0,18,south
2020-07-16,5,0,0,0.0,0.0,0.0,19,south
2020-07-17,1,0,0,0.0,0.0,0.0,19,south
2020-07-18,0,0,0,0.0,0.0,0.0,19,south
2020-07-19,1,0,0,0.0,0.0,0.0,19,south
2020-07-20,3,0,0,0.0,0.0,0.0,19,south
2020-07-21,2,0,0,0.0,0.0,0.0,19,south
2020-07-22,0,1,0,0.0,0.0,0.0,19,south
2020-07-23,2,0,0,0.0,0.0,0.0,20,south
2020-07-24,8,0,0,0.0,0.0,0.0,20,south
2020-07-25,5,0,0,0.0,0.0,0.0,20,south
2020-07-26,4,0,0,0.0,0.0,0.0,20,south
2020-07-27,6,0,0,0.0,0.0,0.0,20,south
2020-07-28,12,0,1,0.0,0.0,0.0,20,south
2020-07-29,10,2,0,0.0,0.0,0.0,20,south
2020-07-30,21,0,0,0.0,0.0,0.0,21,south
2020-07-31,18,2,1,0.0,0.0,0.0,21,south
2020-08-01,30,3,0,0.0,0.0,0.0,21,south
2020-08-02,39,0,0,0.0,0.0,0.0,21,south
2020-08-03,53,3,0,0.0,0.0,0.0,21,south
2020-08-04,59,1,0,0.0,0.0,0.0,21,south
2020-08-05,66,4,0,0.0,0.0,0.0,21,south
2020-08-06,86,0,0,0.0,0.0,0.0,22,south
2020-08-07,106,3,0,0.0,0.0,0.0,22,south
2020-08-08,57,2,0,0.0,0.0,0.0,22,south
2020-08-09,65,1,1,0.0,0.0,0.0,22,south
2020-08-10,80,2,0,0.0,0.0,0.0,22,south
2020-08-11,67,1,0,0.0,0.0,0.0,22,south
2020-08-12,81,0,0,0.0,0.0,0.0,22,south
2020-08-13,60,0,0,0.0,0.0,0.0,23,south
2020-08-14,30,2,0,0.0,0.0,0.0,23,south
2020-08-15,78,0,0,0.0,0.0,0.0,23,south
2020-08-16,32,3,0,0.0,0.0,0.0,23,south
2020-08-17,43,3,0,0.0,0.0,0.0,23,south
2020-08-18,41,0,0,0.0,0.0,0.0,23,south
2020-08-19,27,1,0,0.0,0.0,0.0,23,south
2020-08-20,31,5,0,0.0,0.0,0.0,24,south
2020-08-21,27,2,0,0.0,0.0,0.0,24,south
2020-08-22,29,0,0,0.0,0.0,0.0,24,south
2020-08-23,23,1,0,0.0,0.0,0.0,24,south
2020-08-24,29,1,0,0.0,0.0,0.0,24,south
2020-08-25,22,1,0,0.0,0.0,0.0,24,south
2020-08-26,20,0,0,0.0,0.0,0.0,24,south
2020-08-27,20,0,0,0.0,0.0,0.0,25,south
2020-08-28,25,1,0,0.0,0.0,0.0,25,south
2020-08-29,18,0,0,0.0,0.0,0.0,25,south
2020-08-30,23,1,0,0.0,0.0,0.0,25,south
2020-08-31,18,1,0,0.0,0.0,0.0,25,south
2020-09-01,33,0,0,0.0,0.0,0.0,25,south
2020-09-02,17,0,0,0.0,0.0,0.0,25,south
2020-09-03,16,1,0,0.0,0.0,0.0,26,south
2020-09-04,21,2,0,0.0,0.0,0.0,26,south
2020-09-05,14,4,0,0.0,0.0,0.0,26,south
2020-09-06,18,1,0,0.0,0.0,0.0,26,south
2020-09-07,20,1,0,0.0,0.0,0.0,26,south
2020-09-08,41,0,0,0.0,0.0,0.0,26,south
2020-09-09,28,1,0,0.0,0.0,0.0,26,south
2020-09-10,28,1,0,0.0,0.0,0.0,27,south
2020-09-11,71,3,0,0.0,0.0,0.0,27,south
2020-09-12,29,2,0,0.0,0.0,0.0,27,south
2020-09-13,16,1,0,0.0,0.0,0.0,27,south
2020-09-14,36,0,0,0.0,0.0,0.0,27,south
2020-09-15,47,3,0,0.0,0.0,0.0,27,south
2020-09-16,63,2,0,0.0,0.0,0.0,27,south
2020-09-17,61,3,0,0.0,0.0,0.0,28,south
2020-09-18,69,1,0,0.0,0.0,0.0,28,south
2020-09-19,49,4,0,0.0,0.0,0.0,28,south
2020-09-20,51,3,1,0.0,0.0,0.0,28,south
2020-09-21,65,1,0,0.0,0.0,0.0,28,south
2020-09-22,93,2,0,0.0,0.0,0.0,28,south
2020-09-23,124,2,0,0.0,0.0,0.0,28,south
2020-09-24,113,4,1,0.0,0.0,0.0,29,south
2020-09-25,104,1,0,0.0,0.0,0.0,29,south
2020-09-26,92,4,0,0.0,0.0,0.0,29,south
2020-09-27,79,2,0,0.0,0.0,0.0,29,south
2020-09-28,109,1,0,0.0,0.0,0.0,29,south
2020-09-29,107,4,0,0.0,0.0,0.0,29,south
2020-09-30,95,5,0,0.0,0.0,0.0,29,south
2020-10-01,108,8,0,0.0,0.0,0.0,30,south
2020-10-02,101,4,0,0.0,0.0,0.0,30,south
2020-10-03,70,2,0,0.0,0.0,0.0,30,south
2020-10-04,58,3,0,0.0,0.0,0.0,30,south
2020-10-05,105,8,0,0.0,0.0,0.0,30,south
2020-10-06,108,1,0,0.0,0.0,0.0,30,south
2020-10-07,152,3,0,0.0,0.0,0.0,30,south
2020-10-08,136,4,0,0.0,0.0,0.0,31,south
2020-10-09,116,4,0,0.0,0.0,0.0,31,south
2020-10-10,87,2,0,0.0,0.0,0.0,31,south
2020-10-11,66,3,1,0.0,0.0,0.0,31,south
2020-10-12,128,8,0,0.0,0.0,0.0,31,south
2020-10-13,95,4,0,0.0,0.0,0.0,31,south
2020-10-14,96,5,0,0.0,0.0,0.0,31,south
2020-10-15,111,4,0,0.0,0.0,0.0,32,south
2020-10-16,104,5,0,0.0,0.0,0.0,32,south
2020-10-17,75,3,0,0.0,0.0,0.0,32,south
2020-10-18,71,6,0,0.0,0.0,0.0,32,south
2020-10-19,139,5,0,0.0,0.0,0.0,32,south
2020-10-20,191,3,0,0.0,0.0,0.0,32,south
2020-10-21,233,5,0,0.0,0.0,0.0,32,south
2020-10-22,151,2,0,0.0,0.0,0.0,33,south
2020-10-23,174,3,0,0.0,0.0,0.0,33,south
2020-10-24,144,4,0,0.0,0.0,0.0,33,south
2020-10-25,156,2,0,0.0,0.0,0.0,33,south
2020-10-26,162,6,1,0.0,0.0,0.0,33,south
2020-10-27,240,9,0,0.0,0.0,0.0,33,south
2020-10-28,230,6,0,0.0,0.0,0.0,33,south
2020-10-29,141,5,0,0.0,0.0,0.0,34,south
2020-10-30,195,8,0,0.0,0.0,0.0,34,south
2020-10-31,169,4,0,0.0,0.0,0.0,34,south
2020-11-01,172,8,0,0.0,0.0,0.0,34,south
2020-11-02,206,4,0,0.0,0.0,0.0,34,south
2020-11-03,213,4,0,0.0,0.0,0.0,34,south
2020-11-04,234,7,1,0.0,0.0,0.0,34,south
2020-11-05,183,7,2,0.0,0.0,0.0,35,south
2020-11-06,162,8,1,0.0,0.0,0.0,35,south
2020-11-07,175,4,0,0.0,0.0,0.0,35,south
2020-11-08,154,6,2,0.0,0.0,0.0,35,south
2020-11-09,204,11,0,0.0,0.0,0.0,35,south
2020-11-10,225,7,0,0.0,0.0,0.0,35,south
2020-11-11,263,8,0,0.02258734402241025,-0.010204081632652962,0.019482952416637334,35,south
2020-11-12,248,10,0,0.00013489813677991513,0.010204081632653184,-0.17871862120642812,35,south
2020-11-13,233,10,0,0.04891046711270963,-0.010204081632652962,-0.26938928437615495,35,south
2020-11-14,224,6,1,-0.027474330888513143,0.010204081632653184,-0.5088047958036488,35,south
2020-11-15,204,8,0,-0.03233347419043553,0.020408163265306145,-0.7662045710003509,35,south
2020-11-16,301,11,0,-0.1188055977126764,0.030612244897959218,-0.9940052454102445,35,south
2020-11-17,300,15,0,-0.106737411897595,0.061224489795918324,-0.9614087673285582,35,south
2020-11-18,298,11,0,-0.05280092124625513,1.1102230246251565e-16,-1.6324466092169336,35,south
2020-11-19,241,10,0,-0.07024895424396849,1.1102230246251565e-16,-2.1790932933683194,35,south
2020-11-20,217,11,0,-0.051968345653367276,0.0714285714285714,-1.9853877856875415,35,south
2020-11-21,179,5,2,-0.022014881454546442,0.13265306122448983,-2.0026227051330157,35,south
2020-11-22,192,4,2,0.036528928283799056,0.20408163265306123,-2.5252903709254473,35,south
2020-11-23,191,9,0,0.03116646388454325,0.37755102040816324,-2.6365680029973784,35,south
2020-11-24,237,11,1,-0.016065722292117224,0.6224489795918368,-3.1285125515174346,35,south
2020-11-25,233,9,0,-0.08521587600098735,0.8367346938775511,-3.004496065942307,35,south
2020-11-26,246,4,1,-0.10698545539517124,1.0204081632653061,-3.74634694642189,35,south
2020-11-27,231,7,0,-0.0009579669021102521,1.2346938775510206,-3.751967028849774,35,south
2020-11-28,212,8,1,0.0028512892124894496,1.4183673469387756,-3.470962907455989,35,south
2020-11-29,185,7,0,-0.10518173811705567,1.5204081632653064,-2.9700262270513487,35,south
2020-11-30,326,4,0,0.08777537744309183,1.5204081632653064,-3.244286249531673,35,south
2020-12-01,292,17,0,0.04892795590401611,1.3367346938775513,-3.2502810041214185,35,south
2020-12-02,326,12,1,0.013316430513974353,1.2755102040816328,-3.3731734732109695,35,south
2020-12-03,331,8,3,-0.0031605741401639076,1.163265306122449,-2.6897714499812886,35,south
2020-12-04,402,13,0,-0.15593500452151643,1.0102040816326532,-3.4177594604721087,35,south
2020-12-05,266,11,2,-0.17358989185183493,0.9591836734693878,-4.1206444361184165,35,south
2020-12-06,305,10,0,-0.13795823108463656,0.826530612244898,-4.499063319595399,35,south
2020-12-07,441,14,0,-0.36892097721895334,0.6734693877551021,-4.949793930311026,35,south
2020-12-08,519,8,0,-0.416609624398263,0.5,-6.793930310977945,35,south
2020-12-09,578,13,0,-0.21261263514978979,0.3673469387755103,-8.672911202697705,35,south
2020-12-10,599,14,0,-0.19909024001385756,0.24489795918367352,-10.195204196328303,35,south
2020-12-11,583,24,2,-0.19965078233070688,0.0714285714285714,-10.88122892469099,35,south
2020-12-12,544,10,1,-0.25935825552087344,-0.08163265306122458,-11.455976020981737,35,south
2020-12-13,476,11,0,-0.28918847717782126,-0.010204081632652962,-12.411764705882451,35,south
2020-12-14,764,17,0,-0.08477477002845657,-0.12244897959183665,-12.778568752341801,35,south
2020-12-15,804,20,2,0.017793613266683828,-0.3163265306122449,-13.102285500187444,35,south
2020-12-16,747,12,2,-0.1919550078592529,-0.46938775510204067,-13.10865492693904,35,south
2020-12-17,608,22,2,-0.2251137814734573,-0.6122448979591837,-13.644061446234659,35,south
2020-12-18,548,17,4,-0.22957093878636647,-0.7040816326530612,-13.349194454852112,35,south
2020-12-19,514,20,1,-0.1691532831136111,-0.7653061224489797,-13.593106032221923,35,south
2020-12-20,390,19,3,-0.18916445591786446,-0.9897959183673466,-14.859123267141378,35,south
2020-12-21,513,21,3,-0.4563409699651231,-3.0306122448979584,-20.64743349569146,35,south
2020-12-22,470,19,6,-0.5825620474308542,-4.969387755102041,-24.927688272761547,35,south
2020-12-23,515,26,6,-0.6226427803548725,-6.326530612244897,-27.14687148744873,35,south
2020-12-24,246,21,5,-0.6412066460974286,-7.010204081632651,-28.332708879730497,35,south
2020-12-25,214,25,2,-0.6543898081030416,-7.755102040816327,-29.91382540277286,35,south
2020-12-26,460,21,5,-0.684092878953768,-8.520408163265309,-31.510678156613253,35,south
